initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,PACB,initate ACB
29,33,7,14,0,0.12963,1,29
29,31,4,19,0,0.0740741,1,29
27,32,4,18,0,0.0740741,1,27
22,37,4,13,0,0.0740741,1,22
22,36,4,14,0,0.0740741,1,22
31,31,6,17,0,0.111111,1,31
22,35,3,16,0,0.0555556,1,22
30,31,4,19,0,0.0740741,1,30
21,36,3,15,0,0.0555556,1,21
29,32,5,17,0,0.0925926,1,29
25,34,4,16,0,0.0740741,1,25
27,33,6,15,0,0.111111,1,27
32,29,6,19,0,0.111111,1,32
38,28,9,17,0,0.166667,1,38
26,35,5,14,0,0.0925926,1,26
40,24,8,22,0,0.148148,1,40
22,37,5,12,0,0.0925926,1,22
27,32,5,17,0,0.0925926,1,27
27,34,6,14,0,0.111111,1,27
30,31,6,17,0,0.111111,1,30
38,26,8,20,0,0.148148,1,38
23,39,6,9,0,0.111111,1,23
27,33,5,16,0,0.0925926,1,27
25,34,5,15,0,0.0925926,1,25
33,28,7,19,0,0.12963,1,33
32,29,5,20,0,0.0925926,1,32
23,40,6,8,0,0.111111,1,23
24,36,4,14,0,0.0740741,1,24
27,35,6,13,0,0.111111,1,27
35,29,8,17,0,0.148148,1,35
36,27,5,22,0,0.0925926,1,36
26,33,4,17,0,0.0740741,1,26
38,28,9,17,0,0.166667,1,38
32,28,6,20,0,0.111111,1,32
30,29,5,20,0,0.0925926,1,30
39,28,9,17,0,0.166667,1,39
42,23,8,22,1,0.148148,1,42
19,38,2,14,0,0.037037,1,19
22,35,3,16,0,0.0555556,1,22
25,32,3,19,0,0.0555556,1,25
43,19,8,24,3,0.148148,1,43
38,27,9,18,0,0.166667,1,38
26,35,6,13,0,0.111111,1,26
41,25,10,19,0,0.185185,1,41
24,32,2,20,0,0.037037,1,24
41,23,9,22,0,0.166667,1,41
26,31,3,20,0,0.0555556,1,26
24,35,4,15,0,0.0740741,1,24
26,35,7,12,0,0.12963,1,26
22,35,3,16,0,0.0555556,1,22
29,29,4,21,0,0.0740741,1,29
32,26,4,24,0,0.0740741,1,32
28,32,4,18,0,0.0740741,1,28
22,36,3,15,0,0.0555556,1,22
26,32,4,18,0,0.0740741,1,26
33,28,7,19,0,0.12963,1,33
35,26,6,22,0,0.111111,1,35
29,31,5,18,0,0.0925926,1,29
45,26,14,14,0,0.259259,1,45
25,33,3,18,0,0.0555556,1,25
31,31,6,17,0,0.111111,1,31
33,30,4,20,0,0.0740741,1,33
32,28,5,21,0,0.0925926,1,32
33,31,9,14,0,0.166667,1,33
25,32,2,20,0,0.037037,1,25
24,35,4,15,0,0.0740741,1,24
41,22,7,24,1,0.12963,1,41
25,35,4,15,0,0.0740741,1,25
25,31,2,21,0,0.037037,1,25
31,31,4,19,0,0.0740741,1,31
29,36,9,9,0,0.166667,1,29
13,42,1,11,0,0.0185185,1,13
34,31,9,14,0,0.166667,1,34
32,31,8,15,0,0.148148,1,32
30,30,5,19,0,0.0925926,1,30
27,32,5,17,0,0.0925926,1,27
30,32,7,15,0,0.12963,1,30
28,35,8,11,0,0.148148,1,28
28,31,4,19,0,0.0740741,1,28
30,28,4,22,0,0.0740741,1,30
34,26,6,22,0,0.111111,1,34
44,23,9,21,1,0.166667,1,44
24,34,4,16,0,0.0740741,1,24
26,33,5,16,0,0.0925926,1,26
32,29,6,19,0,0.111111,1,32
38,24,8,22,0,0.148148,1,38
31,32,6,16,0,0.111111,1,31
32,32,8,14,0,0.148148,1,32
22,34,1,19,0,0.0185185,1,22
33,27,6,21,0,0.111111,1,33
35,28,7,19,0,0.12963,1,35
32,29,6,19,0,0.111111,1,32
24,37,6,11,0,0.111111,1,24
36,24,6,24,0,0.111111,1,36
27,33,5,16,0,0.0925926,1,27
27,33,5,16,0,0.0925926,1,27
33,28,6,20,0,0.111111,1,33
31,32,5,17,0,0.0925926,1,31
30,33,8,13,0,0.148148,1,30
28,33,7,14,0,0.12963,1,28
25,37,6,11,0,0.111111,1,25
28,31,5,18,0,0.0925926,1,28
24,35,4,15,0,0.0740741,1,24
19,37,1,16,0,0.0185185,1,19
22,36,3,15,0,0.0555556,1,22
28,31,5,18,0,0.0925926,1,28
23,34,3,17,0,0.0555556,1,23
42,27,12,15,0,0.222222,1,42
27,35,6,13,0,0.111111,1,27
33,30,6,18,0,0.111111,1,33
32,31,8,15,0,0.148148,1,32
31,27,3,24,0,0.0555556,1,31
25,32,2,20,0,0.037037,1,25
28,33,6,15,0,0.111111,1,28
25,33,4,17,0,0.0740741,1,25
40,26,9,19,0,0.166667,1,40
39,25,8,21,0,0.148148,1,39
32,28,4,22,0,0.0740741,1,32
28,32,6,16,0,0.111111,1,28
28,33,5,16,0,0.0925926,1,28
41,25,9,20,0,0.166667,1,41
27,35,7,12,0,0.12963,1,27
28,31,5,18,0,0.0925926,1,28
26,32,3,19,0,0.0555556,1,26
25,35,5,14,0,0.0925926,1,25
27,33,5,16,0,0.0925926,1,27
33,34,10,10,0,0.185185,1,33
19,37,2,15,0,0.037037,1,19
32,26,3,25,0,0.0555556,1,32
21,36,3,15,0,0.0555556,1,21
30,33,6,15,0,0.111111,1,30
35,28,6,20,0,0.111111,1,35
27,32,4,18,0,0.0740741,1,27
16,41,3,10,0,0.0555556,1,16
22,33,1,20,0,0.0185185,1,22
23,37,5,12,0,0.0925926,1,23
39,28,9,17,0,0.166667,1,39
38,27,9,18,0,0.166667,1,38
24,33,3,18,0,0.0555556,1,24
35,29,9,16,0,0.166667,1,35
16,41,3,10,0,0.0555556,1,16
34,28,5,21,0,0.0925926,1,34
21,40,6,8,0,0.111111,1,21
25,38,6,10,0,0.111111,1,25
33,29,7,18,0,0.12963,1,33
26,37,7,10,0,0.12963,1,26
24,35,4,15,0,0.0740741,1,24
22,37,5,12,0,0.0925926,1,22
18,37,1,16,0,0.0185185,1,18
24,34,4,16,0,0.0740741,1,24
27,34,7,13,0,0.12963,1,27
22,37,5,12,0,0.0925926,1,22
34,29,8,17,0,0.148148,1,34
21,34,1,19,0,0.0185185,1,21
50,23,12,19,0,0.222222,1,50
18,39,3,12,0,0.0555556,1,18
28,31,5,18,0,0.0925926,1,28
18,37,1,16,0,0.0185185,1,18
25,35,5,14,0,0.0925926,1,25
33,32,10,12,0,0.185185,1,33
21,37,3,14,0,0.0555556,1,21
17,40,3,11,0,0.0555556,1,17
32,32,7,15,0,0.12963,1,32
22,40,6,8,0,0.111111,1,22
19,37,2,15,0,0.037037,1,19
31,29,6,19,0,0.111111,1,31
39,26,8,20,0,0.148148,1,39
16,40,2,12,0,0.037037,1,16
39,28,10,16,0,0.185185,1,39
33,28,7,19,0,0.12963,1,33
24,35,5,14,0,0.0925926,1,24
27,32,4,18,0,0.0740741,1,27
28,31,4,19,0,0.0740741,1,28
24,38,5,11,0,0.0925926,1,24
24,33,3,18,0,0.0555556,1,24
23,34,2,18,0,0.037037,1,23
26,32,4,18,0,0.0740741,1,26
33,28,6,20,0,0.111111,1,33
14,41,1,12,0,0.0185185,1,14
20,39,4,11,0,0.0740741,1,20
22,36,3,15,0,0.0555556,1,22
27,34,5,15,0,0.0925926,1,27
29,32,7,15,0,0.12963,1,29
31,31,5,18,0,0.0925926,1,31
13,43,1,10,0,0.0185185,1,13
22,35,3,16,0,0.0555556,1,22
25,35,5,14,0,0.0925926,1,25
25,33,4,17,0,0.0740741,1,25
29,34,5,15,0,0.0925926,1,29
23,37,3,14,0,0.0555556,1,23
20,36,2,16,0,0.037037,1,20
25,32,3,19,0,0.0555556,1,25
26,31,2,21,0,0.037037,1,26
18,36,0,18,0,0,1,18
23,34,3,17,0,0.0555556,1,23
28,30,4,20,0,0.0740741,1,28
21,35,1,18,0,0.0185185,1,21
21,34,1,19,0,0.0185185,1,21
16,41,3,10,0,0.0555556,1,16
13,43,2,9,0,0.037037,1,13
20,37,3,14,0,0.0555556,1,20
18,37,1,16,0,0.0185185,1,18
24,35,3,16,0,0.0555556,1,24
35,28,9,17,0,0.166667,1,35
27,32,4,18,0,0.0740741,1,27
25,33,4,17,0,0.0740741,1,25
22,36,3,15,0,0.0555556,1,22
19,37,2,15,0,0.037037,1,19
15,42,3,9,0,0.0555556,1,15
22,38,5,11,0,0.0925926,1,22
21,37,3,14,0,0.0555556,1,21
27,33,6,15,0,0.111111,1,27
26,34,6,14,0,0.111111,1,26
22,37,4,13,0,0.0740741,1,22
19,38,3,13,0,0.0555556,1,19
23,35,4,15,0,0.0740741,1,23
30,30,6,18,0,0.111111,1,30
23,36,4,14,0,0.0740741,1,23
21,34,1,19,0,0.0185185,1,21
19,36,1,17,0,0.0185185,1,19
19,36,1,17,0,0.0185185,1,19
21,35,2,17,0,0.037037,1,21
29,29,4,21,0,0.0740741,1,29
15,41,2,11,0,0.037037,1,15
17,38,1,15,0,0.0185185,1,17
16,40,2,12,0,0.037037,1,16
25,34,4,16,0,0.0740741,1,25
26,34,4,16,0,0.0740741,1,26
13,43,2,9,0,0.037037,1,13
17,41,4,9,0,0.0740741,1,17
9,46,1,7,0,0.0185185,1,9
16,39,1,14,0,0.0185185,1,16
31,29,6,19,0,0.111111,1,31
24,36,5,13,0,0.0925926,1,24
23,34,3,17,0,0.0555556,1,23
33,33,9,12,0,0.166667,1,33
13,42,1,11,0,0.0185185,1,13
20,37,3,14,0,0.0555556,1,20
21,38,4,12,0,0.0740741,1,21
23,34,3,17,0,0.0555556,1,23
22,38,5,11,0,0.0925926,1,22
24,34,4,16,0,0.0740741,1,24
16,40,1,13,0,0.0185185,1,16
18,38,2,14,0,0.037037,1,18
11,46,3,5,0,0.0555556,1,11
19,39,4,11,0,0.0740741,1,19
18,38,2,14,0,0.037037,1,18
16,40,2,12,0,0.037037,1,16
22,35,3,16,0,0.0555556,1,22
11,45,2,7,0,0.037037,1,11
39,28,12,14,0,0.222222,1,39
15,41,2,11,0,0.037037,1,15
17,37,0,17,0,0,1,17
10,44,0,10,0,0,1,10
20,36,2,16,0,0.037037,1,20
26,35,5,14,0,0.0925926,1,26
14,41,1,12,0,0.0185185,1,14
14,42,2,10,0,0.037037,1,14
25,35,5,14,0,0.0925926,1,25
21,35,2,17,0,0.037037,1,21
11,44,1,9,0,0.0185185,1,11
16,42,4,8,0,0.0740741,1,16
27,33,6,15,0,0.111111,1,27
13,41,0,13,0,0,1,13
29,29,3,22,0,0.0555556,1,29
22,35,2,17,0,0.037037,1,22
15,41,2,11,0,0.037037,1,15
12,44,2,8,0,0.037037,1,12
16,42,4,8,0,0.0740741,1,16
21,37,3,14,0,0.0555556,1,21
11,45,1,8,0,0.0185185,1,11
10,44,0,10,0,0,1,10
15,40,1,13,0,0.0185185,1,15
18,41,3,10,0,0.0555556,1,18
12,42,0,12,0,0,1,12
15,40,1,13,0,0.0185185,1,15
14,42,2,10,0,0.037037,1,14
16,39,1,14,0,0.0185185,1,16
23,36,5,13,0,0.0925926,1,23
21,35,2,17,0,0.037037,1,21
8,47,1,6,0,0.0185185,1,8
9,45,0,9,0,0,1,9
16,38,0,16,0,0,1,16
