MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,Power_level,MTCD_status,D2D_request_allocation_index 
111,8,593,593,1,602,602,602,1,8,0,Success,2
112,19,310,314,2,322,322,322,1,19,0,Success,2
113,25,581,585,2,595,595,595,1,25,0,Success,3
114,49,343,347,2,357,357,357,1,49,0,Success,2
115,8,362,362,1,368,368,368,1,8,0,Success,0
116,1,598,602,2,609,609,609,1,1,0,Success,1
117,4,477,481,2,489,489,489,1,4,0,Success,1
118,23,121,121,1,128,128,128,1,23,0,Success,0
119,26,399,403,2,414,414,414,1,26,0,Success,1
120,20,408,408,1,416,416,416,1,20,0,Success,0
121,21,180,184,2,192,192,192,1,21,0,Success,0
122,23,215,219,2,225,225,225,1,23,0,Success,1
123,3,400,400,1,408,408,408,1,3,0,Success,0
124,19,412,416,2,424,424,424,1,19,0,Success,0
125,24,421,425,2,432,432,432,1,24,0,Success,0
126,27,128,128,1,143,143,143,1,27,0,Success,0
127,7,438,442,2,449,449,449,1,7,0,Success,1
128,16,499,499,1,504,504,504,1,16,0,Success,0
129,31,226,226,1,238,238,238,1,31,0,Success,1
130,40,414,418,2,427,427,427,1,40,0,Success,4
131,20,491,491,1,497,497,497,1,20,0,Success,1
132,16,343,347,2,355,355,355,1,16,0,Success,3
133,28,645,649,2,663,663,663,1,28,0,Success,0
134,46,408,408,1,423,423,423,1,46,0,Success,0
135,21,277,281,2,291,291,291,1,21,0,Success,3
136,46,389,393,2,406,406,406,1,46,0,Success,1
137,21,621,625,2,632,632,632,1,21,0,Success,0
138,16,512,512,1,520,520,520,1,16,0,Success,0
139,13,460,464,2,472,472,472,1,13,0,Success,0
140,21,355,355,1,366,366,366,1,21,0,Success,6
141,28,198,202,2,212,212,212,1,28,0,Success,3
142,14,412,416,2,424,424,424,1,14,0,Success,0
143,32,436,440,2,455,455,455,1,32,0,Success,0
144,48,383,387,2,398,398,398,1,48,0,Success,1
145,22,277,281,2,289,289,289,1,22,0,Success,1
146,46,282,282,1,294,294,294,1,46,0,Success,1
147,9,259,259,1,266,266,266,1,9,0,Success,2
148,20,350,354,2,361,361,361,1,20,0,Success,1
149,9,244,248,2,256,256,256,1,9,0,Success,0
150,32,641,641,1,655,655,655,1,32,0,Success,0
151,50,463,467,2,475,475,475,1,50,0,Success,4
152,27,500,504,2,519,519,519,1,27,0,Success,0
153,48,162,162,1,173,173,173,1,48,0,Success,2
154,38,561,561,1,574,574,574,1,38,0,Success,1
155,22,228,232,2,240,240,240,1,22,0,Success,0
156,8,383,387,2,396,396,396,1,8,0,Success,4
157,43,296,296,1,311,311,311,1,43,0,Success,0
158,27,443,443,1,454,454,454,1,27,1,Success,5
159,23,353,353,1,362,362,362,1,23,0,Success,2
160,34,250,250,1,259,259,259,1,34,0,Success,4
161,30,369,369,1,382,382,382,1,30,0,Success,1
162,45,102,106,2,118,118,118,1,45,0,Success,1
163,38,108,112,2,127,127,127,1,38,0,Success,0
164,15,473,473,1,480,480,480,1,15,0,Success,0
165,9,651,651,1,658,658,658,1,9,0,Success,2
166,44,854,858,2,871,871,871,1,44,0,Success,0
167,24,245,249,2,256,256,256,1,24,0,Success,0
168,14,489,489,1,496,496,496,1,14,1,Success,4
169,42,365,369,2,381,381,381,1,42,0,Success,2
170,18,631,635,2,640,640,640,1,18,0,Success,0
171,41,171,171,1,182,182,182,1,41,0,Success,1
172,32,478,482,2,494,494,494,1,32,0,Success,1
173,46,533,537,2,551,551,551,1,46,0,Success,0
174,10,761,761,1,768,768,768,1,10,0,Success,0
175,34,515,515,1,524,524,524,1,34,0,Success,3
176,18,264,264,1,272,272,272,1,18,0,Success,0
177,14,733,737,2,744,744,744,1,14,0,Success,0
178,37,439,443,2,453,453,453,1,37,0,Success,2
179,8,443,443,1,451,451,451,1,8,0,Success,3
180,49,516,520,2,535,535,535,1,49,0,Success,0
181,18,700,704,2,712,712,712,1,18,0,Success,0
182,5,281,281,1,288,288,288,1,5,0,Success,0
183,44,527,531,2,542,542,542,1,44,0,Success,1
184,2,354,354,1,361,361,361,1,2,0,Success,1
185,14,892,896,2,904,904,904,1,14,0,Success,0
186,27,792,792,1,807,807,807,1,27,0,Success,0
187,19,557,561,2,569,569,569,1,19,0,Success,1
188,48,456,456,1,471,471,471,1,48,0,Success,0
189,27,315,315,1,324,324,324,1,27,0,Success,3
190,23,384,384,1,392,392,392,1,23,0,Success,0
191,21,373,377,2,385,385,385,1,21,0,Success,1
192,28,197,201,2,214,214,214,1,28,0,Success,1
193,3,292,296,2,304,304,304,1,3,0,Success,0
194,17,314,314,1,321,321,321,1,17,0,Success,1
195,37,505,505,1,519,519,519,1,37,0,Success,0
196,42,500,504,2,519,519,519,1,42,0,Success,0
197,29,566,570,2,581,581,581,1,29,0,Success,2
198,21,250,250,1,258,258,258,1,21,0,Success,2
199,27,310,314,2,326,326,326,1,27,0,Success,1
200,17,741,745,2,752,752,752,1,17,0,Success,0
201,46,523,523,1,532,532,532,1,46,0,Success,3
202,40,308,312,2,327,327,327,1,40,0,Success,0
203,3,245,249,2,258,258,258,1,3,0,Success,2
204,39,266,266,1,277,277,277,1,39,0,Success,2
205,9,660,664,2,672,672,672,1,9,0,Success,0
206,47,224,224,1,239,239,239,1,47,0,Success,0
207,8,552,552,1,560,560,560,1,8,0,Success,0
208,28,383,387,2,398,398,398,1,28,0,Success,1
209,50,574,578,2,590,590,590,1,50,0,Success,1
210,27,274,274,1,286,286,286,1,27,0,Success,1
211,12,694,698,2,704,704,704,1,12,0,Success,0
212,2,510,514,2,521,521,521,1,2,0,Success,1
213,24,465,465,1,473,473,473,1,24,0,Success,1
214,16,333,337,2,344,344,344,1,16,0,Success,0
215,28,340,344,2,359,359,359,1,28,0,Success,0
216,2,320,320,1,328,328,328,1,2,0,Success,0
217,20,113,113,1,120,120,120,1,20,0,Success,0
218,20,495,499,2,505,505,505,1,20,0,Success,1
219,10,714,714,1,721,721,721,1,10,0,Success,1
220,46,324,328,2,343,343,343,1,46,0,Success,0
221,19,555,555,1,561,561,561,1,19,0,Success,1
222,41,414,418,2,431,431,431,1,41,0,Success,0
223,46,400,400,1,415,415,415,1,46,0,Success,0
224,39,311,315,2,325,325,325,1,39,0,Success,2
225,16,378,378,1,386,386,386,1,16,0,Success,2
226,16,350,354,2,362,362,362,1,16,0,Success,2
227,31,482,482,1,492,492,492,1,31,0,Success,3
228,34,480,480,1,495,495,495,1,34,0,Success,0
229,24,376,376,1,384,384,384,1,24,0,Success,0
230,3,489,489,1,497,497,497,1,3,0,Success,1
231,40,662,666,2,677,677,677,1,40,0,Success,2
232,24,483,483,1,488,488,488,1,24,0,Success,0
233,49,361,361,1,372,372,372,1,49,0,Success,3
234,22,382,386,2,393,393,393,1,22,0,Success,1
235,43,455,459,2,471,471,471,1,43,0,Success,0
236,49,291,291,1,299,299,299,1,49,0,Success,4
237,36,410,410,1,421,421,421,1,36,0,Success,2
238,5,512,512,1,520,520,520,1,5,0,Success,0
239,48,623,627,2,633,633,633,1,48,0,Success,6
240,31,744,744,1,759,759,759,1,31,0,Success,0
241,9,366,370,2,377,377,377,1,9,0,Success,1
242,20,398,402,2,409,409,409,1,20,0,Success,1
243,50,718,722,2,735,735,735,1,50,0,Success,0
244,21,531,531,1,538,538,538,1,21,1,Success,6
245,34,275,275,1,287,287,287,1,34,0,Success,0
246,21,264,264,1,272,272,272,1,21,0,Success,0
247,47,489,489,1,502,502,502,1,47,0,Success,1
248,42,266,266,1,279,279,279,1,42,0,Success,0
249,1,244,248,2,256,256,256,1,1,0,Success,0
250,31,683,683,1,695,695,695,1,31,0,Success,0
251,49,408,408,1,423,423,423,1,49,0,Success,0
252,30,428,432,2,447,447,447,1,30,0,Success,0
253,39,271,275,2,284,284,284,1,39,0,Success,3
254,25,336,336,1,344,344,344,1,25,0,Success,0
255,46,828,832,2,847,847,847,1,46,0,Success,0
256,34,462,466,2,477,477,477,1,34,0,Success,2
257,43,436,440,2,455,455,455,1,43,0,Success,0
258,40,460,464,2,479,479,479,1,40,0,Success,0
259,43,187,187,1,196,196,196,1,43,0,Success,3
260,17,238,242,2,249,249,249,1,17,0,Success,1
261,39,176,176,1,191,191,191,1,39,0,Success,0
262,26,590,594,2,606,606,606,1,26,0,Success,1
263,19,115,115,1,120,120,120,1,19,0,Success,0
264,13,655,659,2,665,665,665,1,13,0,Success,1
265,50,664,664,1,679,679,679,1,50,0,Success,0
266,16,204,208,2,216,216,216,1,16,0,Success,0
267,7,237,241,2,251,251,251,1,7,0,Success,3
268,47,380,384,2,399,399,399,1,47,0,Success,0
269,20,537,537,1,544,544,544,1,20,0,Success,0
270,6,197,201,2,208,208,208,1,6,0,Success,0
271,38,574,578,2,590,590,590,1,38,0,Success,1
272,37,522,522,1,535,535,535,1,37,0,Success,0
273,50,346,346,1,357,357,357,1,50,0,Success,2
274,4,557,561,2,568,568,568,1,4,0,Success,0
275,20,361,361,1,369,369,369,1,20,0,Success,1
276,33,538,538,1,550,550,550,1,33,0,Success,1
277,50,311,315,2,321,321,321,1,50,0,Success,6
278,40,497,497,1,510,510,510,1,40,0,Success,1
279,44,393,393,1,407,407,407,1,44,0,Success,0
280,27,610,610,1,623,623,623,1,27,0,Success,0
281,50,349,353,2,366,366,366,1,50,0,Success,1
282,37,282,282,1,294,294,294,1,37,0,Success,1
283,28,320,320,1,335,335,335,1,28,0,Success,0
284,3,489,489,1,498,498,498,1,3,0,Success,2
285,24,469,473,2,480,480,480,1,24,0,Success,0
286,15,336,336,1,344,344,344,1,15,0,Success,0
287,19,214,218,2,225,225,225,1,19,0,Success,1
288,3,687,691,2,698,698,698,1,3,0,Success,2
289,40,231,235,2,245,245,245,1,40,0,Success,2
290,31,466,466,1,477,477,477,1,31,0,Success,2
291,33,376,376,1,391,391,391,1,33,0,Success,0
292,42,394,394,1,405,405,405,1,42,0,Success,2
293,33,396,400,2,415,415,415,1,33,0,Success,0
294,44,651,651,1,663,663,663,1,44,0,Success,0
295,49,330,330,1,342,342,342,1,49,0,Success,1
296,31,139,139,1,151,151,151,1,31,0,Success,0
297,20,499,499,1,506,506,506,1,20,0,Success,2
298,27,375,379,2,390,390,390,1,27,0,Success,1
299,14,691,691,1,696,696,696,1,14,0,Success,0
300,21,681,681,1,688,688,688,1,21,0,Success,0
301,17,318,322,2,328,328,328,1,17,0,Success,0
302,44,497,497,1,509,509,509,1,44,0,Success,2
303,12,805,809,2,816,816,816,1,12,0,Success,0
304,18,447,451,2,457,457,457,1,18,0,Success,1
305,39,241,241,1,254,254,254,1,39,0,Success,1
306,29,659,659,1,670,670,670,1,29,0,Success,1
307,8,238,242,2,251,251,251,1,8,0,Success,3
308,11,245,249,2,257,257,257,1,11,0,Success,1
309,19,509,513,2,521,521,521,1,19,0,Success,1
310,43,312,312,1,327,327,327,1,43,0,Success,0
311,37,286,290,2,300,300,300,1,37,0,Success,3
312,34,94,98,2,111,111,111,1,34,0,Success,0
313,3,391,395,2,403,403,403,1,3,0,Success,3
314,32,319,323,2,334,334,334,1,32,0,Success,1
315,40,421,425,2,438,438,438,1,40,0,Success,1
316,24,487,491,2,499,499,499,1,24,0,Success,3
317,49,319,323,2,332,332,332,1,49,0,Success,3
318,37,491,491,1,500,500,500,1,37,0,Success,3
319,38,474,474,1,487,487,487,1,38,0,Success,0
320,41,280,280,1,295,295,295,1,41,0,Success,0
321,25,517,521,2,528,528,528,1,25,0,Success,0
322,1,324,328,2,336,336,336,1,1,0,Success,0
323,26,198,202,2,212,212,212,1,26,0,Success,3
324,15,275,275,1,281,281,281,1,15,0,Success,1
325,38,484,488,2,503,503,503,1,38,0,Success,0
326,43,618,618,1,630,630,630,1,43,0,Success,1
327,28,178,178,1,191,191,191,1,28,0,Success,0
328,22,370,370,1,377,377,377,1,22,0,Success,1
329,14,723,723,1,729,729,729,1,14,0,Success,1
330,37,510,514,2,527,527,527,1,37,0,Success,0
331,16,164,168,2,176,176,176,1,16,0,Success,0
332,33,405,409,2,423,423,423,1,33,0,Success,0
333,28,293,297,2,311,311,311,1,28,0,Success,0
334,23,372,376,2,384,384,384,1,23,0,Success,0
335,25,450,450,1,458,458,458,1,25,0,Success,2
336,48,411,411,1,420,420,420,1,48,0,Success,3
337,42,277,281,2,293,293,293,1,42,0,Success,2
338,15,684,688,2,696,696,696,1,15,0,Success,0
339,1,354,354,1,361,361,361,1,1,0,Success,1
340,48,91,91,1,103,103,103,1,48,0,Success,0
341,30,521,521,1,535,535,535,1,30,0,Success,0
342,33,398,402,2,412,412,412,1,33,0,Success,3
343,26,232,232,1,247,247,247,1,26,0,Success,0
344,3,454,458,2,465,465,465,1,3,0,Success,1
345,28,251,251,1,257,257,257,1,28,0,Success,6
346,25,213,217,2,224,224,224,1,25,0,Success,0
347,32,343,347,2,356,356,356,1,32,0,Success,3
348,12,858,858,1,864,864,864,1,12,0,Success,0
349,38,165,169,2,183,183,183,1,38,0,Success,0
350,28,275,275,1,285,285,285,1,28,0,Success,2
351,42,656,656,1,671,671,671,1,42,0,Success,0
352,23,398,402,2,410,410,410,1,23,0,Success,2
353,38,433,433,1,447,447,447,1,38,0,Success,0
354,42,676,680,2,695,695,695,1,42,0,Success,0
355,24,603,603,1,609,609,609,1,24,0,Success,1
356,37,529,529,1,543,543,543,1,37,0,Success,0
357,2,204,208,2,216,216,216,1,2,0,Success,0
358,41,399,403,2,413,413,413,1,41,0,Success,2
359,44,310,314,2,326,326,326,1,44,0,Success,1
360,34,323,323,1,332,332,332,1,34,0,Success,3
361,26,775,779,2,791,791,791,1,26,0,Success,0
362,48,451,451,1,460,460,460,1,48,0,Success,3
363,39,661,665,2,679,679,679,1,39,0,Success,0
364,40,340,344,2,359,359,359,1,40,0,Success,0
365,31,163,163,1,175,175,175,1,31,0,Success,0
366,33,247,251,2,261,261,261,1,33,0,Success,2
367,2,301,305,2,313,313,313,1,2,0,Success,1
368,27,398,402,2,410,410,410,1,27,0,Success,5
369,50,606,610,2,623,623,623,1,50,0,Success,0
370,27,246,250,2,260,260,260,1,27,0,Success,3
371,41,297,297,1,309,309,309,1,41,0,Success,2
372,33,580,584,2,599,599,599,1,33,0,Success,0
373,35,142,146,2,159,159,159,1,35,0,Success,0
374,10,332,336,2,344,344,344,1,10,0,Success,0
375,18,775,779,2,784,784,784,1,18,0,Success,0
376,7,352,352,1,360,360,360,1,7,0,Success,0
377,37,274,274,1,286,286,286,1,37,0,Success,1
378,27,783,787,2,799,799,799,1,27,0,Success,0
379,38,283,283,1,294,294,294,1,38,0,Success,1
380,6,553,553,1,560,560,560,1,6,0,Success,0
381,9,183,187,2,192,192,192,1,9,0,Success,0
382,11,561,561,1,570,570,570,1,11,0,Success,2
383,24,151,155,2,160,160,160,1,24,0,Success,0
384,42,476,480,2,495,495,495,1,42,0,Success,0
385,5,672,672,1,680,680,680,1,5,0,Success,0
386,12,654,658,2,664,664,664,1,12,0,Success,0
387,23,378,378,1,385,385,385,1,23,0,Success,1
388,12,535,539,2,546,546,546,1,12,0,Success,2
389,19,573,577,2,584,584,584,1,19,0,Success,0
390,7,296,296,1,304,304,304,1,7,0,Success,0
391,3,440,440,1,448,448,448,1,3,0,Success,0
392,21,228,232,2,240,240,240,1,21,0,Success,0
393,50,621,625,2,638,638,638,1,50,0,Success,1
394,42,785,785,1,799,799,799,1,42,0,Success,0
395,24,677,681,2,688,688,688,1,24,0,Success,0
396,20,324,328,2,336,336,336,1,20,0,Success,0
397,35,478,482,2,495,495,495,1,35,0,Success,0
398,47,453,457,2,470,470,470,1,47,0,Success,1
399,7,420,424,2,432,432,432,1,7,0,Success,0
400,30,417,417,1,430,430,430,1,30,0,Success,1
401,48,273,273,1,287,287,287,1,48,0,Success,0
402,32,296,296,1,311,311,311,1,32,0,Success,0
403,4,278,282,2,288,288,288,1,4,0,Success,0
404,4,445,449,2,456,456,456,1,4,0,Success,0
405,35,596,600,2,615,615,615,1,35,0,Success,0
406,41,593,593,1,607,607,607,1,41,0,Success,0
407,1,254,258,2,265,265,265,1,1,0,Success,1
408,48,314,314,1,326,326,326,1,48,0,Success,1
409,50,210,210,1,222,222,222,1,50,0,Success,1
410,40,392,392,1,407,407,407,1,40,0,Success,0
411,12,536,536,1,544,544,544,1,12,0,Success,0
412,23,398,402,2,411,411,411,1,23,0,Success,3
413,43,701,705,2,719,719,719,1,43,0,Success,0
414,40,584,584,1,599,599,599,1,40,0,Success,0
415,31,602,602,1,614,614,614,1,31,0,Success,1
416,34,539,539,1,548,548,548,1,34,0,Success,3
417,41,882,882,1,895,895,895,1,41,0,Success,0
418,18,839,843,2,848,848,848,1,18,0,Success,0
419,14,611,611,1,617,617,617,1,14,0,Success,1
420,19,448,448,1,456,456,456,1,19,0,Success,0
421,22,765,769,2,776,776,776,1,22,0,Success,0
422,39,449,449,1,463,463,463,1,39,0,Success,0
423,46,232,232,1,247,247,247,1,46,0,Success,0
424,13,332,336,2,344,344,344,1,13,0,Success,0
425,6,463,467,2,474,474,474,1,6,0,Success,2
426,17,225,225,1,233,233,233,1,17,0,Success,1
427,35,554,554,1,566,566,566,1,35,0,Success,1
428,8,521,521,1,528,528,528,1,8,0,Success,0
429,5,266,266,1,273,273,273,1,5,0,Success,1
430,49,836,840,2,855,855,855,1,49,0,Success,0
431,18,346,346,1,354,354,354,1,18,0,Success,2
432,4,490,490,1,497,497,497,1,4,0,Success,1
433,19,406,410,2,417,417,417,1,19,0,Success,1
434,12,175,179,2,184,184,184,1,12,0,Success,0
435,39,599,603,2,613,613,613,1,39,0,Success,2
436,13,631,635,2,642,642,642,1,13,0,Success,2
437,50,437,441,2,453,453,453,1,50,0,Success,2
438,42,495,499,2,509,509,509,1,42,0,Success,2
439,7,626,626,1,634,634,634,1,7,0,Success,2
440,36,307,307,1,317,317,317,1,36,0,Success,2
441,37,348,352,2,367,367,367,1,37,0,Success,0
442,8,345,345,1,352,352,352,1,8,0,Success,0
443,42,444,448,2,463,463,463,1,42,0,Success,0
444,18,261,265,2,274,274,274,1,18,0,Success,2
445,28,472,472,1,487,487,487,1,28,0,Success,0
446,34,470,474,2,487,487,487,1,34,1,Success,4
447,12,477,481,2,488,488,488,1,12,0,Success,0
448,11,629,633,2,641,641,641,1,11,0,Success,1
449,9,640,640,1,648,648,648,1,9,0,Success,0
450,48,304,304,1,319,319,319,1,48,0,Success,0
451,35,287,291,2,303,303,303,1,35,0,Success,0
452,29,165,169,2,183,183,183,1,29,0,Success,0
453,25,364,368,2,376,376,376,1,25,0,Success,0
454,2,412,416,2,424,424,424,1,2,0,Success,0
455,38,116,120,2,135,135,135,1,38,0,Success,0
456,47,316,320,2,335,335,335,1,47,0,Success,0
457,40,205,209,2,222,222,222,1,40,0,Success,1
458,5,424,424,1,432,432,432,1,5,0,Success,0
459,37,279,283,2,292,292,292,1,37,0,Success,3
460,13,356,360,2,368,368,368,1,13,0,Success,0
461,24,418,418,1,425,425,425,1,24,0,Success,1
462,9,482,482,1,490,490,490,1,9,0,Success,2
463,38,434,434,1,446,446,446,1,38,0,Success,1
464,23,755,755,1,761,761,761,1,23,0,Success,1
465,21,490,490,1,496,496,496,1,21,0,Success,0
466,48,591,595,2,607,607,607,1,48,0,Success,0
467,28,566,570,2,581,581,581,1,28,0,Success,2
468,17,615,619,2,628,628,628,1,17,0,Success,4
469,21,208,208,1,216,216,216,1,21,0,Success,0
470,44,333,337,2,349,349,349,1,44,0,Success,2
471,14,569,569,1,576,576,576,1,14,0,Success,0
472,50,309,313,2,326,326,326,1,50,0,Success,1
473,26,322,322,1,334,334,334,1,26,0,Success,1
474,2,596,600,2,608,608,608,1,2,0,Success,0
475,21,460,464,2,472,472,472,1,21,0,Success,0
476,6,458,458,1,464,464,464,1,6,1,Success,4
477,16,416,416,1,424,424,424,1,16,0,Success,0
478,45,288,288,1,303,303,303,1,45,0,Success,0
479,20,406,410,2,418,418,418,1,20,0,Success,2
480,37,199,203,2,214,214,214,1,37,0,Success,1
481,48,423,427,2,436,436,436,1,48,0,Success,3
482,42,111,115,2,127,127,127,1,42,0,Success,0
483,16,658,658,1,668,668,668,1,16,0,Success,4
484,37,477,481,2,493,493,493,1,37,0,Success,2
485,22,231,235,2,242,242,242,1,22,0,Success,2
486,29,674,674,1,687,687,687,1,29,0,Success,0
487,29,569,569,1,583,583,583,1,29,0,Success,0
488,50,428,432,2,447,447,447,1,50,0,Success,0
489,48,290,290,1,303,303,303,1,48,0,Success,0
490,36,633,633,1,646,646,646,1,36,0,Success,1
491,36,304,304,1,319,319,319,1,36,0,Success,0
492,36,522,522,1,535,535,535,1,36,0,Success,0
493,30,474,474,1,485,485,485,1,30,0,Success,2
494,11,378,378,1,384,384,384,1,11,0,Success,0
495,37,383,387,2,397,397,397,1,37,0,Success,2
496,12,462,466,2,473,473,473,1,12,0,Success,1
497,9,492,496,2,504,504,504,1,9,0,Success,0
498,34,692,696,2,711,711,711,1,34,0,Success,0
499,8,712,712,1,720,720,720,1,8,0,Success,0
500,30,224,224,1,239,239,239,1,30,0,Success,0
501,45,638,642,2,653,653,653,1,45,0,Success,2
502,11,204,208,2,216,216,216,1,11,0,Success,0
503,39,353,353,1,366,366,366,1,39,0,Success,1
504,49,316,320,2,335,335,335,1,49,0,Success,0
505,39,289,289,1,302,302,302,1,39,0,Success,1
506,23,302,306,2,313,313,313,1,23,0,Success,1
507,47,624,624,1,639,639,639,1,47,0,Success,0
508,23,564,568,2,576,576,576,1,23,0,Success,0
509,39,369,369,1,382,382,382,1,39,0,Success,1
510,25,444,448,2,456,456,456,1,25,0,Success,0
