1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,total_request
3,5,2,7,3,4,6,5,5,3,0,2,6,3,3,1,1,1,2,5,2,7,6,7,4,1,5,1,2,3,0,1,4,7,2,3,3,4,2,4,2,5,3,2,6,3,3,1,3,4,167
0,3,6,3,6,2,2,3,5,3,1,2,3,5,3,2,1,0,4,2,5,2,4,5,2,1,4,3,3,2,2,3,1,2,3,1,5,2,3,1,3,6,1,1,4,4,2,3,4,7,145
0,4,3,4,4,3,3,4,2,4,5,6,2,2,7,4,1,1,3,3,7,5,6,0,2,2,6,2,1,4,0,2,7,4,3,2,2,4,5,4,2,3,5,4,1,3,2,2,2,3,160
1,3,3,3,4,3,1,3,8,3,2,2,2,5,1,4,2,4,5,7,3,9,3,6,3,0,4,0,3,3,2,5,6,3,5,5,4,1,2,4,1,4,2,5,4,6,4,3,6,2,174
7,4,3,1,2,2,0,5,3,2,1,4,1,6,6,4,5,7,5,6,5,4,4,2,3,2,3,4,1,4,3,4,6,2,2,2,1,2,5,1,2,3,6,3,5,1,3,3,6,3,169
2,2,2,3,1,3,2,6,4,0,3,1,3,3,2,1,3,0,8,3,3,4,2,3,4,8,3,4,4,1,5,2,9,2,3,3,1,6,6,4,4,4,1,3,3,1,2,4,5,6,162
4,3,4,5,3,3,6,4,3,5,4,4,1,1,2,4,2,6,0,4,3,5,2,3,1,1,3,2,1,1,2,2,3,6,3,6,2,2,5,5,3,6,1,3,2,4,1,4,3,1,154
4,2,5,5,4,4,3,3,3,3,3,3,4,3,5,4,4,2,3,3,3,3,4,1,3,1,6,3,3,4,3,2,6,3,4,2,2,1,3,1,12,2,5,2,3,4,2,3,0,3,164
7,3,4,4,4,2,2,5,6,4,6,4,6,2,3,5,2,5,3,5,5,4,5,8,2,2,2,2,1,5,2,2,4,4,4,1,5,3,1,1,4,6,5,2,4,4,8,3,3,2,186
0,3,4,1,4,0,3,5,3,1,1,3,4,2,4,1,3,0,6,3,3,9,1,5,3,1,3,2,2,3,4,2,2,7,1,0,3,5,3,3,4,4,5,4,1,2,1,2,5,0,141
5,1,0,1,3,5,3,4,0,5,2,7,4,2,4,5,6,3,4,6,0,3,2,1,3,3,2,2,4,4,2,4,4,3,2,1,2,2,3,3,1,4,5,1,1,4,2,1,0,4,143
2,3,3,2,1,5,1,4,2,5,1,2,5,2,2,9,1,5,6,6,1,4,4,1,3,2,2,1,3,2,1,2,4,3,2,4,3,6,5,5,1,3,1,7,6,4,4,3,5,3,162
3,3,2,1,1,4,4,6,5,6,2,1,2,2,2,3,2,4,3,1,3,5,3,3,3,2,2,6,2,2,5,2,2,2,3,0,1,3,3,3,3,3,6,4,0,3,5,6,6,4,152
5,1,3,2,3,1,5,2,5,2,3,4,2,2,3,3,2,2,0,8,2,6,2,0,7,0,2,4,2,3,6,1,2,2,2,4,2,4,1,7,3,2,0,3,5,4,4,4,3,2,147
6,4,1,5,2,3,1,3,2,2,3,4,2,5,1,2,4,5,2,3,3,3,2,4,3,6,3,3,4,2,0,0,3,6,2,4,5,3,3,6,6,5,3,6,2,2,0,2,4,1,156
3,5,6,5,1,6,4,6,1,4,2,1,0,1,3,4,4,1,5,2,2,2,2,2,3,3,2,0,1,4,4,4,4,4,0,1,1,3,3,3,1,5,2,1,1,5,4,6,3,0,140
2,0,6,3,2,2,4,1,2,4,3,3,0,1,2,3,0,2,1,2,4,5,3,1,4,0,3,4,2,4,2,1,3,1,5,3,3,7,5,5,2,2,2,0,1,3,2,2,2,1,125
4,1,1,3,1,3,5,4,2,3,2,3,4,1,5,0,0,1,3,0,2,5,4,4,2,6,3,1,3,1,3,3,0,1,1,1,3,0,3,4,5,4,3,7,2,2,1,1,2,3,126
1,2,2,1,2,2,4,2,2,1,4,7,4,5,0,1,2,2,1,5,1,4,3,6,2,3,3,3,0,2,4,4,2,0,4,4,2,2,4,2,4,1,3,0,4,6,3,3,2,2,133
2,2,3,2,1,2,1,3,2,3,1,0,2,2,4,3,2,1,0,5,5,1,3,4,1,1,1,3,4,4,3,1,4,2,3,1,4,5,2,3,4,4,2,2,3,4,4,3,3,2,127
2,1,1,2,0,2,1,2,2,2,0,2,5,4,0,1,2,4,1,1,0,2,0,2,4,2,4,1,5,3,0,2,3,4,1,1,6,5,3,6,3,3,2,1,1,2,1,1,5,4,112
3,3,1,4,1,1,4,4,2,2,3,4,3,3,4,2,2,1,5,2,2,4,2,2,1,1,0,2,3,2,1,1,2,1,2,0,1,3,5,2,2,3,1,1,2,1,2,2,2,0,107
3,3,3,2,4,2,3,1,3,3,1,2,3,1,2,1,2,4,4,2,3,3,1,0,2,2,2,2,7,1,4,2,2,1,5,1,2,4,0,3,4,2,3,2,1,0,5,2,2,3,120
1,3,3,3,1,2,1,1,0,1,2,1,5,6,7,3,2,0,5,3,3,1,3,2,0,3,1,2,1,1,2,1,1,4,2,4,3,0,2,5,1,3,2,4,2,0,5,1,3,3,115
1,3,1,2,2,0,3,1,2,2,0,4,0,2,3,3,2,1,2,3,5,2,3,2,1,1,5,2,2,3,3,0,0,2,2,3,2,2,4,0,2,2,0,2,8,2,2,1,2,3,105
6,2,4,1,2,1,5,5,6,1,3,4,4,2,5,2,1,1,3,1,2,2,4,2,1,3,3,2,3,3,1,4,2,0,4,2,2,1,0,3,0,3,2,2,1,1,1,4,5,0,122
1,0,1,3,0,2,2,1,1,1,0,3,3,3,2,2,5,3,0,2,3,4,1,1,3,4,2,1,1,1,4,3,1,3,1,3,2,2,1,1,0,2,0,1,3,3,1,3,2,2,94
3,3,1,1,1,0,1,1,1,2,1,1,2,2,1,4,2,1,3,0,1,1,3,2,0,1,1,1,4,7,2,1,1,1,0,3,0,1,3,0,2,3,4,0,4,2,1,1,2,2,85
1,1,2,1,2,1,2,1,5,2,2,0,2,1,2,1,3,1,0,2,1,2,1,3,0,2,0,1,1,1,1,2,2,1,2,1,1,1,3,4,1,3,2,4,2,0,2,5,3,2,86
0,2,0,1,1,1,0,2,2,1,2,0,5,2,2,1,0,2,2,4,0,3,0,2,0,0,1,1,1,4,0,1,0,2,1,3,2,2,1,3,2,4,3,2,3,1,3,1,3,4,83
2,0,0,1,2,2,2,2,0,0,2,6,1,0,2,1,0,3,2,2,3,0,2,0,4,0,1,2,2,1,1,5,4,1,1,1,3,4,2,0,2,1,6,0,3,2,0,5,3,1,90
2,0,1,2,0,0,1,3,6,2,3,1,2,1,3,2,3,2,1,5,1,1,3,1,1,1,0,2,1,1,0,0,2,2,1,2,2,3,2,4,1,1,1,1,2,1,4,1,3,0,85
2,0,1,4,1,1,0,3,1,1,3,2,1,2,2,2,2,3,2,1,1,3,1,5,2,3,3,2,0,0,3,2,2,2,1,0,2,2,1,3,3,2,0,2,2,1,2,0,2,0,86
0,1,2,1,0,5,3,2,0,2,0,1,2,0,1,3,3,0,0,2,2,0,3,2,0,0,2,1,4,1,1,1,0,1,1,2,1,1,3,2,2,0,0,0,2,3,1,2,2,1,69
2,2,1,0,1,3,0,0,2,3,1,2,2,2,0,1,0,1,1,2,1,0,2,3,0,3,1,1,1,1,1,1,0,0,2,1,3,0,3,0,1,1,3,5,0,0,3,0,1,1,65
3,2,2,0,0,1,1,1,1,0,1,1,0,1,2,0,1,2,1,1,1,0,0,1,2,1,3,2,2,0,1,1,1,3,1,1,0,1,1,1,0,1,3,2,0,2,0,4,2,2,60
0,2,2,3,1,0,1,0,1,1,2,1,0,3,1,1,1,2,1,1,1,0,1,0,1,1,1,1,3,0,0,2,0,2,1,2,2,1,2,3,2,1,0,1,1,1,2,0,1,3,60
4,2,2,0,0,0,1,1,1,1,4,0,2,1,1,2,0,1,2,1,1,2,1,1,1,2,1,1,1,1,0,3,1,1,0,0,1,1,2,2,0,3,1,1,1,2,1,2,0,0,60
2,3,1,0,2,1,2,0,0,0,0,0,1,2,2,0,1,0,0,0,1,2,0,0,1,0,2,0,1,1,2,2,1,0,0,1,1,2,0,1,0,0,1,2,0,2,2,0,1,0,43
2,2,0,0,3,2,1,0,1,1,0,4,0,0,1,0,2,2,0,1,1,0,2,0,3,0,0,1,0,1,0,0,2,0,0,2,1,1,0,2,2,1,1,0,1,1,0,0,0,2,46
0,1,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,1,0,0,0,0,0,1,0,2,1,1,2,1,0,0,1,1,3,1,2,0,2,0,1,1,2,1,1,0,1,0,36
3,1,2,1,2,2,0,1,1,0,0,0,0,1,3,0,1,1,2,1,3,0,0,2,1,2,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,2,0,0,0,3,2,0,43
0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,3,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,1,0,1,28
2,0,1,0,0,2,1,0,2,1,2,1,0,2,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,2,2,2,1,0,0,0,1,1,0,0,1,2,0,1,1,0,0,1,1,37
1,1,0,0,0,0,0,1,0,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,2,1,3,1,0,0,1,2,1,0,2,1,0,1,0,2,1,1,0,1,4,0,39
2,0,1,0,1,3,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,2,0,1,1,0,0,2,4,0,0,1,1,0,1,1,1,1,1,0,2,0,0,1,0,1,1,3,1,0,39
0,1,1,1,0,0,3,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,1,2,1,0,1,0,0,2,2,0,0,1,31
0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,2,0,1,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,3,23
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,1,0,1,0,0,20
1,0,1,0,0,2,0,0,0,1,0,0,2,3,0,0,1,1,0,0,0,2,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,27
1,0,0,1,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17
0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,0,0,0,2,0,17
0,1,0,2,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
