success,beta_nMTCD
1038,94
1038,87
1038,111
1038,98
1038,94
1038,103
1038,96
1038,96
1038,89
1038,101
1038,95
1038,93
1038,95
1038,107
1038,106
1038,98
1038,100
1038,109
1038,79
1038,91
1038,110
1038,104
1038,87
1038,99
1038,100
1038,86
1038,103
1038,84
1038,103
1038,120
1038,100
1038,106
1038,95
1038,78
1038,107
1038,105
1038,99
1038,95
1038,87
1038,94
1038,94
1038,93
1038,109
1038,113
1038,105
1038,91
1038,95
1038,107
1038,89
1038,78
1038,92
1038,76
1038,75
1038,108
1038,80
1038,95
1038,86
1038,103
1038,107
1038,84
1038,86
1038,77
1038,91
1038,101
1038,86
1038,91
1038,82
1038,87
1038,103
1038,93
1038,99
1038,87
1038,74
1038,82
1038,83
1038,92
1038,76
1038,88
1038,83
1038,83
1038,92
1038,93
1038,101
1038,106
1038,97
1038,76
1038,92
1038,85
1038,88
1038,94
1038,88
1038,93
1038,93
1038,92
1038,74
1038,90
1038,89
1038,86
1038,86
1038,70
1038,86
1038,100
1038,89
1038,80
1038,85
1038,73
1038,88
1038,81
1038,82
1038,92
1038,80
1038,76
1038,96
1038,81
1038,85
1038,73
1038,66
1038,85
1038,87
1038,78
1038,81
1038,86
1038,91
1038,74
1038,65
1038,75
1038,74
1038,60
1038,69
1038,68
1038,71
1038,73
1038,66
1038,70
1038,72
1038,85
1038,89
1038,63
1038,77
1038,78
1038,67
1038,73
1038,67
1038,70
1038,68
1038,83
1038,73
1038,69
1038,78
1038,78
1038,52
1038,59
1038,75
1038,70
1038,74
1038,71
1038,78
1038,64
1038,64
1038,57
1038,64
1038,71
1038,77
1038,51
1038,52
1038,57
1038,66
1038,68
1038,69
1038,64
1038,63
1038,67
1038,70
1038,77
1038,56
1038,55
1038,62
1038,56
1038,59
1038,83
1038,68
1038,53
1038,46
1038,67
1038,65
1038,55
1038,52
1038,53
1038,61
1038,60
1038,60
1038,63
1038,60
1038,67
1038,54
1038,39
1038,38
1038,68
1038,56
1038,53
1038,54
1038,60
1038,64
1038,44
1038,60
1038,46
1038,57
1038,55
1038,40
1038,55
1038,44
1038,45
1038,56
1038,50
1038,42
1038,57
1038,50
1038,49
1038,44
1038,51
1038,59
1038,47
1038,51
1038,46
1039,49
1039,47
1039,38
1039,54
1039,47
1039,50
1039,42
1039,49
1039,40
1039,34
1039,36
1039,43
1039,50
1039,49
1039,35
1039,48
1039,46
1040,34
1040,45
1040,36
1041,48
1041,46
1041,40
1041,50
1041,42
1041,41
1041,29
1041,36
1041,49
1041,41
1041,32
1041,29
1041,41
1042,43
1042,44
1042,42
1042,35
1043,36
1043,38
1043,40
1043,36
1043,35
1043,28
1043,32
1043,36
1043,27
1043,35
1043,38
1043,29
1043,33
1043,36
1043,31
1043,44
1043,38
1044,26
1044,25
1044,35
1044,28
1045,22
1046,17
1046,25
1047,29
1048,28
1049,23
1050,35
1051,25
1051,29
1052,21
1054,25
1055,30
1055,34
1055,39
1056,31
1057,31
1059,28
1060,26
1060,35
1060,23
1061,21
1061,29
1061,29
1062,17
1064,24
1065,28
1067,35
1067,25
1070,20
1071,28
1071,23
1073,20
1073,25
1078,24
1080,22
1081,25
1082,28
1083,17
1084,19
1085,20
1089,27
1091,20
1091,23
1092,17
1098,23
1100,17
1104,22
1104,20
1108,31
1109,15
1115,17
1118,14
1120,16
1122,15
1128,21
1130,17
1136,25
1142,14
1147,13
1149,20
1157,16
1161,13
1167,18
1169,14
1174,19
1179,15
1187,20
1193,14
1197,15
1203,18
1212,10
1219,17
1231,10
1239,13
1249,9
1255,21
1265,18
1275,11
1285,11
1297,10
1309,14
1315,16
1321,9
1333,12
1340,9
1353,12
1367,17
1384,7
1399,8
1411,10
1430,12
1440,8
1456,17
1474,9
1491,10
1508,11
1528,12
1548,10
1564,15
1580,13
1590,8
1609,12
1625,15
1640,5
1650,13
1670,8
1683,11
1692,11
1702,8
1711,10
1721,7
1735,10
1744,16
1755,9
1762,9
1766,7
1774,4
1781,10
1786,11
1796,7
1809,6
1818,9
1826,11
1839,8
1844,11
1853,7
1862,11
1871,9
1881,11
1886,8
1890,7
1897,4
1899,3
1909,2
1914,8
1920,5
1929,8
1935,9
1938,4
1942,3
1946,6
1956,4
1957,8
1960,1
1964,3
1968,4
1975,4
1978,7
1982,3
1984,4
1987,2
1994,3
1998,7
2003,4
2007,5
2014,4
2018,7
2022,4
2024,6
2032,2
2037,6
2040,5
2045,3
2047,5
2052,2
2055,5
2058,3
2063,3
2064,5
2067,1
2071,3
2072,4
2073,1
2075,1
2076,2
2077,1
2079,1
2081,2
2083,2
2085,2
2085,2
2085,2
2089,0
2091,2
2094,2
2097,3
2099,3
2099,2
2099,0
2099,0
2101,0
2103,2
2104,2
2104,1
2104,0
2107,0
2107,3
2107,0
2108,0
2109,1
2109,1
2111,0
2111,2
2111,0
2111,0
2113,0
2113,2
2116,0
2116,3
2116,0
2116,0
2116,0
2117,0
2117,1
2117,0
2118,0
2118,1
2118,0
2118,0
2120,0
2120,2
2120,0
2120,0
2120,0
2124,0
2124,4
2124,0
2124,0
2124,0
2124,0
2124,0
2124,0
2125,0
2125,1
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
2125,0
