MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,Power_level,MTCD_status,D2D_request_allocation_index 
7364,24,406,410,2,416,416,416,1,24,2,Success,8
7365,13,528,528,1,537,537,537,1,13,0,Success,1
7366,28,547,547,1,558,558,558,1,28,2,Success,9
7367,49,683,683,1,692,692,692,1,49,0,Success,3
7368,9,409,409,1,418,418,418,1,9,0,Success,2
7369,2,336,336,1,346,346,346,1,2,0,Success,2
7370,33,354,354,1,365,365,365,1,33,1,Success,6
7371,47,412,416,2,431,431,431,1,47,0,Success,0
7372,32,731,731,1,742,742,742,1,32,0,Success,1
7373,40,793,793,1,807,807,807,1,40,0,Success,0
7374,28,322,322,1,332,332,332,1,28,1,Success,7
7375,25,404,408,2,417,417,417,1,25,0,Success,1
7376,43,227,227,1,236,236,236,1,43,0,Success,3
7377,50,446,464,4,458,478,478,2,50,0,Success,1
7378,21,508,512,2,522,522,522,1,21,0,Success,2
7379,50,551,555,2,567,567,567,1,50,2,Success,8
7380,14,197,201,2,211,211,211,1,14,0,Success,3
7381,44,248,248,1,262,262,262,1,44,0,Success,1
7382,43,452,456,2,471,471,471,1,43,0,Success,0
7383,34,256,256,1,271,271,271,1,34,0,Success,0
7384,27,443,443,1,451,451,451,1,27,0,Success,12
7385,37,383,387,2,399,399,399,1,37,1,Success,4
7386,28,428,432,2,445,445,445,1,28,0,Success,2
7387,25,499,499,1,507,507,507,1,25,0,Success,3
7388,1,534,538,2,545,545,545,1,1,1,Success,5
7389,21,340,344,2,352,352,352,1,21,0,Success,0
7390,39,566,587,4,595,595,595,2,39,0,Success,4
7391,10,129,129,1,136,136,136,1,10,0,Success,0
7392,8,557,561,2,569,569,569,1,8,0,Success,1
7393,7,621,625,2,632,632,632,1,7,0,Success,0
7394,26,663,667,2,675,675,675,1,26,0,Success,4
7395,5,683,683,1,692,692,692,1,5,0,Success,4
7396,30,406,410,2,417,417,417,1,30,0,Success,14
7397,27,250,250,1,257,257,257,1,27,0,Success,14
7398,6,681,681,1,688,688,688,1,6,0,Success,0
7399,33,621,625,2,637,637,637,1,33,1,Success,6
7400,2,658,658,1,669,669,669,1,2,0,Success,5
7401,24,516,520,2,528,528,528,1,24,0,Success,0
7402,41,493,497,2,509,509,509,1,41,0,Success,2
7403,45,696,696,1,711,711,711,1,45,0,Success,0
7404,19,456,456,1,464,464,464,1,19,0,Success,0
7405,3,572,576,2,584,584,584,1,3,0,Success,0
7406,32,366,370,2,382,382,382,1,32,2,Success,9
7407,17,362,362,1,372,372,372,1,17,0,Success,4
7408,10,701,705,2,714,714,714,1,10,0,Success,2
7409,47,334,338,2,349,349,349,1,47,0,Success,2
7410,15,470,474,2,482,482,482,1,15,1,Success,6
7411,48,234,234,1,246,246,246,1,48,0,Success,1
7412,4,515,515,1,523,523,523,1,4,2,Success,11
7413,16,183,187,2,194,194,194,1,16,1,Success,6
7414,3,553,553,1,561,561,561,1,3,0,Success,1
7415,39,783,787,2,799,799,799,1,39,0,Success,0
7416,5,494,498,2,505,505,505,1,5,1,Success,5
7417,14,663,667,2,673,673,673,1,14,0,Success,1
7418,4,741,745,2,754,754,754,1,4,0,Success,2
7419,28,198,202,2,214,214,214,1,28,1,Success,5
7420,3,657,657,1,666,666,666,1,3,0,Success,2
7421,47,613,617,2,629,629,629,1,47,0,Success,2
7422,13,488,488,1,496,496,496,1,13,0,Success,0
7423,16,706,706,1,715,715,715,1,16,0,Success,3
7424,43,493,497,2,510,510,510,1,43,0,Success,1
7425,40,245,249,2,261,261,261,1,40,0,Success,2
7426,1,538,538,1,546,546,546,1,1,1,Success,6
7427,41,56,56,1,71,71,71,1,41,0,Success,0
7428,1,593,593,1,603,603,603,1,1,0,Success,3
7429,15,344,344,1,353,353,353,1,15,0,Success,1
7430,15,556,560,2,569,569,569,1,15,0,Success,1
7431,3,376,376,1,386,386,386,1,3,0,Success,2
7432,39,449,465,3,459,478,478,2,39,0,Success,1
7433,6,724,728,2,736,736,736,1,6,0,Success,0
7434,6,323,337,3,331,344,344,2,6,1,Success,4
7435,7,136,136,1,145,145,145,1,7,0,Success,1
7436,34,615,633,4,646,646,646,2,34,0,Success,1
7437,5,507,507,1,519,519,519,1,5,0,Success,15
7438,35,160,160,1,175,175,175,1,35,0,Success,0
7439,35,811,811,1,820,820,820,1,35,0,Success,3
7440,39,335,339,2,351,351,351,1,39,2,Success,8
7441,35,298,298,1,305,305,305,1,35,0,Success,6
7442,10,253,257,2,264,264,264,1,10,0,Success,0
7443,2,267,267,1,279,279,279,1,2,0,Success,15
7444,30,429,433,2,447,447,447,1,30,2,Success,8
7445,33,479,483,2,492,492,492,1,33,0,Success,3
7446,35,793,793,1,807,807,807,1,35,0,Success,0
7447,39,662,666,2,675,675,675,1,39,0,Success,4
7448,4,487,491,2,500,500,500,1,4,1,Success,16
7449,17,786,786,1,793,793,793,1,17,0,Success,1
7450,21,571,571,1,579,579,579,1,21,2,Success,11
7451,43,598,602,2,613,613,613,1,43,0,Success,2
7452,31,875,875,1,887,887,887,1,31,0,Success,0
7453,8,277,281,2,291,291,291,1,8,0,Success,3
7454,5,635,635,1,644,644,644,1,5,0,Success,4
7455,7,583,587,2,592,592,592,1,7,2,Success,8
7456,3,402,402,1,411,411,411,1,3,2,Success,11
7457,45,309,313,2,325,325,325,1,45,0,Success,2
7458,11,386,386,1,395,395,395,1,11,1,Success,7
7459,15,520,520,1,528,528,528,1,15,0,Success,0
7460,22,516,520,2,529,529,529,1,22,0,Success,1
7461,24,670,674,2,681,681,681,1,24,0,Success,1
7462,19,403,403,1,409,409,409,1,19,1,Success,5
7463,15,293,297,2,305,305,305,1,15,0,Success,1
7464,1,556,560,2,570,570,570,1,1,0,Success,2
7465,30,421,425,2,438,438,438,1,30,1,Success,5
7466,10,375,379,2,385,385,385,1,10,1,Success,5
7467,30,608,608,1,622,622,622,1,30,0,Success,1
7468,30,750,754,2,766,766,766,1,30,0,Success,1
7469,50,329,329,1,343,343,343,1,50,1,Success,4
7470,3,459,459,1,470,470,470,1,3,0,Success,14
7471,17,543,547,2,554,554,554,1,17,0,Success,2
7472,17,288,288,1,296,296,296,1,17,0,Success,0
7473,11,613,617,2,624,624,624,1,11,0,Success,0
7474,8,250,250,1,257,257,257,1,8,1,Success,5
7475,49,613,617,2,630,630,630,1,49,1,Success,5
7476,12,153,153,1,160,160,160,1,12,0,Success,0
7477,41,504,504,1,519,519,519,1,41,0,Success,0
7478,4,619,619,1,624,624,624,1,4,1,Success,4
7479,9,380,384,2,392,392,392,1,9,0,Success,0
7480,17,327,331,2,339,339,339,1,17,2,Success,11
7481,33,427,427,1,435,435,435,1,33,0,Success,4
7482,28,521,521,1,532,532,532,1,28,0,Success,3
7483,17,684,688,2,696,696,696,1,17,0,Success,0
7484,28,35,35,1,47,47,47,1,28,0,Success,0
7485,11,603,617,3,611,625,625,2,11,0,Success,1
7486,43,484,488,2,503,503,503,1,43,0,Success,0
7487,10,368,368,1,376,376,376,1,10,0,Success,0
7488,33,229,233,2,246,246,246,1,33,0,Success,1
7489,33,483,483,1,491,491,491,1,33,0,Success,4
7490,43,683,683,1,691,691,691,1,43,0,Success,4
7491,5,419,419,1,430,430,430,1,5,1,Success,18
7492,15,593,593,1,603,603,603,1,15,0,Success,3
7493,30,725,729,2,743,743,743,1,30,0,Success,0
7494,15,98,98,1,104,104,104,1,15,0,Success,0
7495,24,506,506,1,514,514,514,1,24,0,Success,2
7496,18,588,592,2,600,600,600,1,18,0,Success,0
7497,30,491,491,1,503,503,503,1,30,2,Success,8
7498,38,332,336,2,350,350,350,1,38,0,Success,1
7499,6,413,417,2,425,425,425,1,6,0,Success,1
7500,27,502,506,2,517,517,517,1,27,2,Success,10
7501,19,565,569,2,578,578,578,1,19,0,Success,2
7502,8,889,889,1,896,896,896,1,8,0,Success,0
7503,4,534,538,2,547,547,547,1,4,1,Success,7
7504,1,476,480,2,490,490,490,1,1,0,Success,2
7505,2,412,416,2,425,425,425,1,2,0,Success,1
7506,36,490,490,1,503,503,503,1,36,1,Success,4
7507,33,241,241,1,253,253,253,1,33,0,Success,2
7508,4,307,307,1,314,314,314,1,4,2,Success,10
7509,50,429,433,2,446,446,446,1,50,0,Success,1
7510,15,532,536,2,544,544,544,1,15,0,Success,0
7511,11,510,514,2,522,522,522,1,11,0,Success,2
7512,38,425,425,1,437,437,437,1,38,0,Success,2
7513,46,295,299,2,309,309,309,1,46,1,Success,6
7514,32,525,529,2,543,543,543,1,32,0,Success,0
7515,5,493,497,2,505,505,505,1,5,0,Success,1
7516,38,371,371,1,382,382,382,1,38,2,Success,9
7517,26,391,395,2,403,403,403,1,26,2,Success,20
7518,20,625,625,1,634,634,634,1,20,0,Success,2
7519,10,233,233,1,241,241,241,1,10,0,Success,1
7520,49,495,499,2,509,509,509,1,49,1,Success,6
7521,5,455,459,2,471,471,471,1,5,0,Success,15
7522,36,365,369,2,383,383,383,1,36,1,Success,4
7523,32,178,178,1,190,190,190,1,32,0,Success,1
7524,35,393,393,1,407,407,407,1,35,0,Success,0
7525,36,765,769,2,783,783,783,1,36,0,Success,0
7526,37,254,258,2,268,268,268,1,37,1,Success,7
7527,11,496,496,1,504,504,504,1,11,0,Success,0
7528,26,159,163,2,175,175,175,1,26,2,Success,8
7529,31,456,456,1,470,470,470,1,31,0,Success,1
7530,29,511,515,2,521,521,521,1,29,1,Success,18
7531,5,336,336,1,347,347,347,1,5,0,Success,3
7532,2,265,265,1,273,273,273,1,2,1,Success,5
7533,22,431,435,2,442,442,442,1,22,1,Success,6
7534,34,238,242,2,254,254,254,1,34,0,Success,1
7535,43,522,522,1,534,534,534,1,43,1,Success,5
7536,42,390,394,2,405,405,405,1,42,1,Success,6
7537,48,411,411,1,421,421,421,1,48,2,Success,10
7538,29,680,680,1,695,695,695,1,29,0,Success,0
7539,46,369,369,1,382,382,382,1,46,0,Success,1
7540,14,519,523,2,531,531,531,1,14,1,Success,7
7541,30,640,640,1,654,654,654,1,30,0,Success,1
7542,28,546,546,1,556,556,556,1,28,1,Success,7
7543,43,407,411,2,421,421,421,1,43,2,Success,10
7544,28,194,194,1,204,204,204,1,28,0,Success,3
7545,28,614,618,2,631,631,631,1,28,2,Success,8
7546,5,188,192,2,200,200,200,1,5,0,Success,0
7547,41,376,376,1,390,390,390,1,41,0,Success,1
7548,13,271,275,2,283,283,283,1,13,1,Success,7
7549,39,286,290,2,302,302,302,1,39,2,Success,9
7550,45,309,330,4,324,341,341,2,45,1,Success,6
7551,7,230,234,2,240,240,240,1,7,1,Success,4
7552,14,791,795,2,800,800,800,1,14,0,Success,0
7553,16,355,355,1,362,362,362,1,16,2,Success,10
7554,2,328,328,1,336,336,336,1,2,0,Success,0
7555,20,300,304,2,312,312,312,1,20,0,Success,0
7556,42,351,355,2,364,364,364,1,42,1,Success,7
7557,30,641,641,1,653,653,653,1,30,0,Success,2
7558,26,414,418,2,430,430,430,1,26,2,Success,9
7559,2,592,592,1,601,601,601,1,2,0,Success,1
7560,45,653,657,2,670,670,670,1,45,0,Success,1
7561,5,374,378,2,385,385,385,1,5,2,Success,9
7562,29,377,377,1,391,391,391,1,29,1,Success,4
7563,12,614,618,2,625,625,625,1,12,0,Success,1
7564,21,351,355,2,361,361,361,1,21,2,Success,9
7565,8,391,395,2,403,403,403,1,8,1,Success,7
7566,10,496,496,1,505,505,505,1,10,0,Success,1
7567,20,186,186,1,194,194,194,1,20,0,Success,2
7568,33,537,537,1,549,549,549,1,33,0,Success,2
7569,42,152,152,1,166,166,166,1,42,0,Success,1
7570,21,478,482,2,491,491,491,1,21,0,Success,3
7571,9,727,731,2,738,738,738,1,9,0,Success,2
7572,21,355,355,1,362,362,362,1,21,2,Success,10
7573,45,611,611,1,620,620,620,1,45,1,Success,7
7574,2,623,627,2,636,636,636,1,2,0,Success,4
7575,18,299,299,1,304,304,304,1,18,1,Success,4
7576,37,743,747,2,759,759,759,1,37,0,Success,0
7577,44,624,624,1,639,639,639,1,44,0,Success,0
7578,35,374,378,2,388,388,388,1,35,0,Success,3
7579,29,566,570,2,581,581,581,1,29,1,Success,6
7580,5,800,800,1,808,808,808,1,5,0,Success,0
7581,21,575,579,2,587,587,587,1,21,0,Success,3
7582,26,365,369,2,381,381,381,1,26,1,Success,6
7583,17,216,216,1,225,225,225,1,17,0,Success,1
7584,17,250,250,1,258,258,258,1,17,0,Success,2
7585,50,253,257,2,270,270,270,1,50,0,Success,1
7586,50,396,400,2,415,415,415,1,50,0,Success,0
7587,33,99,99,1,111,111,111,1,33,0,Success,0
7588,5,637,641,2,650,650,650,1,5,0,Success,2
7589,3,754,754,1,760,760,760,1,3,0,Success,0
7590,14,305,305,1,312,312,312,1,14,1,Success,4
7591,27,387,387,1,394,394,394,1,27,0,Success,13
7592,1,529,529,1,538,538,538,1,1,1,Success,6
7593,2,239,243,2,249,249,249,1,2,2,Success,9
7594,20,530,530,1,539,539,539,1,20,0,Success,3
7595,45,508,512,2,527,527,527,1,45,0,Success,0
7596,24,403,403,1,409,409,409,1,24,2,Success,9
7597,28,594,594,1,606,606,606,1,28,1,Success,5
7598,42,651,651,1,659,659,659,1,42,0,Success,4
7599,37,720,720,1,735,735,735,1,37,0,Success,0
7600,34,429,433,2,446,446,446,1,34,1,Success,5
7601,29,326,330,2,343,343,343,1,29,2,Success,8
7602,27,490,490,1,501,501,501,1,27,2,Success,10
7603,34,365,369,2,381,381,381,1,34,1,Success,6
7604,47,635,635,1,643,643,643,1,47,0,Success,4
7605,43,691,691,1,701,701,701,1,43,0,Success,2
7606,19,563,563,1,570,570,570,1,19,0,Success,2
7607,44,225,225,1,237,237,237,1,44,0,Success,2
7608,20,134,138,2,144,144,144,1,20,1,Success,4
7609,41,557,561,2,574,574,574,1,41,0,Success,1
7610,8,421,425,2,432,432,432,1,8,0,Success,0
7611,17,401,401,1,411,411,411,1,17,0,Success,3
7612,7,600,600,1,608,608,608,1,7,0,Success,0
7613,30,192,192,1,205,205,205,1,30,0,Success,2
7614,4,409,409,1,419,419,419,1,4,1,Success,7
7615,20,412,416,2,425,425,425,1,20,0,Success,1
7616,3,309,313,2,321,321,321,1,3,1,Success,5
7617,20,175,179,2,187,187,187,1,20,0,Success,3
7618,26,614,618,2,629,629,629,1,26,1,Success,6
7619,4,417,417,1,425,425,425,1,4,1,Success,5
7620,27,603,617,3,611,630,630,2,27,1,Success,5
7621,8,748,752,2,760,760,760,1,8,0,Success,0
7622,22,484,488,2,496,496,496,1,22,0,Success,0
7623,32,394,394,1,405,405,405,1,32,0,Success,2
7624,37,757,761,2,774,774,774,1,37,0,Success,1
7625,28,547,547,1,557,557,557,1,28,2,Success,10
7626,3,174,178,2,185,185,185,1,3,2,Success,9
7627,27,481,481,1,492,492,492,1,27,0,Success,3
7628,34,359,363,2,375,375,375,1,34,2,Success,8
7629,1,340,344,2,353,353,353,1,1,0,Success,1
7630,40,130,130,1,141,141,141,1,40,0,Success,2
7631,5,68,72,2,81,81,81,1,5,0,Success,1
7632,4,657,657,1,664,664,664,1,4,0,Success,0
7633,27,310,314,2,321,321,321,1,27,0,Success,14
7634,23,246,264,4,258,274,274,2,23,0,Success,2
7635,37,378,378,1,387,387,387,1,37,0,Success,4
7636,39,328,328,1,343,343,343,1,39,0,Success,0
7637,5,150,154,2,163,163,163,1,5,0,Success,3
7638,21,786,786,1,793,793,793,1,21,0,Success,1
7639,12,637,641,2,649,649,649,1,12,0,Success,1
7640,43,313,313,1,325,325,325,1,43,0,Success,2
7641,15,692,696,2,704,704,704,1,15,0,Success,0
7642,38,420,424,2,439,439,439,1,38,0,Success,0
7643,38,346,346,1,356,356,356,1,38,0,Success,3
7644,31,341,345,2,359,359,359,1,31,0,Success,0
7645,26,440,440,1,454,454,454,1,26,0,Success,1
7646,1,475,488,3,482,497,497,2,1,0,Success,1
7647,4,310,314,2,321,321,321,1,4,1,Success,5
7648,39,364,368,2,383,383,383,1,39,0,Success,0
7649,5,125,129,2,138,138,138,1,5,0,Success,2
7650,4,587,587,1,593,593,593,1,4,2,Success,9
7651,48,770,770,1,782,782,782,1,48,0,Success,1
7652,46,472,472,1,487,487,487,1,46,0,Success,0
7653,31,804,808,2,822,822,822,1,31,0,Success,1
7654,24,396,400,2,409,409,409,1,24,0,Success,1
7655,27,395,395,1,404,404,404,1,27,1,Success,7
7656,4,225,225,1,233,233,233,1,4,1,Success,5
7657,22,856,856,1,864,864,864,1,22,0,Success,0
7658,29,296,296,1,310,310,310,1,29,0,Success,1
7659,26,492,496,2,510,510,510,1,26,0,Success,1
7660,38,404,408,2,423,423,423,1,38,0,Success,0
7661,1,200,200,1,210,210,210,1,1,0,Success,2
7662,26,153,153,1,166,166,166,1,26,0,Success,1
7663,46,495,499,2,511,511,511,1,46,2,Success,8
7664,12,733,737,2,745,745,745,1,12,0,Success,1
7665,28,650,650,1,661,661,661,1,28,1,Success,6
7666,37,497,497,1,511,511,511,1,37,0,Success,0
7667,28,662,666,2,678,678,678,1,28,1,Success,5
7668,37,341,345,2,359,359,359,1,37,1,Success,4
7669,20,439,443,2,448,448,448,1,20,1,Success,4
7670,4,563,563,1,573,573,573,1,4,0,Success,5
7671,26,652,656,2,671,671,671,1,26,0,Success,0
7672,3,513,513,1,521,521,521,1,3,0,Success,1
7673,2,490,490,1,498,498,498,1,2,1,Success,6
7674,32,589,593,2,606,606,606,1,32,0,Success,1
7675,20,405,409,2,419,419,419,1,20,0,Success,3
7676,29,509,513,2,526,526,526,1,29,1,Success,5
7677,3,705,705,1,712,712,712,1,3,0,Success,0
7678,11,487,507,4,501,516,516,2,11,0,Success,4
7679,48,276,280,2,295,295,295,1,48,0,Success,0
7680,23,481,481,1,488,488,488,1,23,0,Success,0
7681,21,706,706,1,715,715,715,1,21,0,Success,3
7682,2,710,714,2,721,721,721,1,2,0,Success,1
7683,3,673,673,1,680,680,680,1,3,1,Success,4
7684,19,206,210,2,218,218,218,1,19,0,Success,2
7685,3,451,451,1,460,460,460,1,3,1,Success,16
7686,46,373,394,4,388,406,406,2,46,1,Success,5
7687,48,514,514,1,527,527,527,1,48,2,Success,8
7688,31,530,530,1,540,540,540,1,31,1,Success,7
7689,8,498,498,1,504,504,504,1,8,2,Success,8
7690,14,320,320,1,328,328,328,1,14,0,Success,0
7691,6,619,619,1,627,627,627,1,6,1,Success,7
7692,17,501,505,2,515,515,515,1,17,0,Success,3
7693,50,477,481,2,494,494,494,1,50,0,Success,1
7694,42,510,514,2,526,526,526,1,42,1,Success,5
7695,18,676,680,2,688,688,688,1,18,0,Success,0
7696,17,615,619,2,627,627,627,1,17,1,Success,7
7697,27,762,762,1,773,773,773,1,27,0,Success,2
7698,49,616,616,1,630,630,630,1,49,0,Success,1
7699,28,636,640,2,655,655,655,1,28,0,Success,0
7700,7,213,217,2,224,224,224,1,7,0,Success,0
7701,6,217,217,1,227,227,227,1,6,0,Success,3
7702,34,259,259,1,270,270,270,1,34,1,Success,5
7703,38,300,304,2,319,319,319,1,38,0,Success,0
7704,3,302,306,2,315,315,315,1,3,1,Success,7
7705,35,189,193,2,207,207,207,1,35,1,Success,4
7706,37,207,211,2,222,222,222,1,37,1,Success,5
7707,49,81,81,1,95,95,95,1,49,0,Success,0
7708,9,431,435,2,443,443,443,1,9,1,Success,7
7709,24,413,417,2,426,426,426,1,24,1,Success,6
7710,30,253,257,2,270,270,270,1,30,1,Success,5
7711,9,501,505,2,514,514,514,1,9,0,Success,2
7712,48,230,234,2,245,245,245,1,48,0,Success,2
7713,48,458,458,1,469,469,469,1,48,1,Success,6
7714,18,221,225,2,235,235,235,1,18,0,Success,3
7715,31,665,665,1,677,677,677,1,31,0,Success,2
7716,50,571,571,1,582,582,582,1,50,2,Success,9
7717,43,483,483,1,495,495,495,1,43,1,Success,4
7718,23,704,704,1,712,712,712,1,23,0,Success,0
7719,21,163,163,1,173,173,173,1,21,0,Success,5
7720,30,292,296,2,311,311,311,1,30,0,Success,0
7721,14,350,354,2,360,360,360,1,14,2,Success,8
7722,5,437,441,2,449,449,449,1,5,1,Success,5
7723,6,422,426,2,434,434,434,1,6,1,Success,6
7724,18,372,376,2,384,384,384,1,18,0,Success,0
7725,43,577,577,1,591,591,591,1,43,0,Success,0
7726,30,386,386,1,397,397,397,1,30,2,Success,10
7727,10,413,417,2,426,426,426,1,10,0,Success,2
7728,44,538,538,1,548,548,548,1,44,1,Success,7
7729,43,310,314,2,327,327,327,1,43,1,Success,4
7730,23,559,563,2,572,572,572,1,23,0,Success,4
7731,28,424,424,1,437,437,437,1,28,0,Success,2
7732,46,352,352,1,367,367,367,1,46,0,Success,0
7733,30,709,713,2,724,724,724,1,30,0,Success,3
7734,37,179,179,1,191,191,191,1,37,0,Success,0
7735,35,533,537,2,549,549,549,1,35,0,Success,2
7736,45,174,178,2,190,190,190,1,45,0,Success,1
7737,21,354,354,1,362,362,362,1,21,1,Success,6
7738,43,360,360,1,374,374,374,1,43,0,Success,1
7739,10,334,338,2,347,347,347,1,10,0,Success,3
7740,50,189,193,2,205,205,205,1,50,0,Success,2
7741,41,584,584,1,599,599,599,1,41,0,Success,0
7742,43,494,498,2,509,509,509,1,43,1,Success,6
7743,1,488,488,1,498,498,498,1,1,0,Success,2
7744,28,220,224,2,237,237,237,1,28,0,Success,2
7745,27,494,498,2,509,509,509,1,27,1,Success,6
7746,50,438,442,2,455,455,455,1,50,1,Success,4
7747,9,528,528,1,536,536,536,1,9,0,Success,0
7748,40,463,467,2,475,475,475,1,40,0,Success,12
7749,7,429,433,2,440,440,440,1,7,1,Success,4
7750,26,310,314,2,324,324,324,1,26,2,Success,11
7751,28,228,232,2,246,246,246,1,28,0,Success,1
7752,8,317,321,2,330,330,330,1,8,0,Success,2
7753,30,492,496,2,509,509,509,1,30,0,Success,2
7754,48,458,458,1,468,468,468,1,48,1,Success,7
7755,2,131,131,1,140,140,140,1,2,0,Success,4
7756,39,503,507,2,516,516,516,1,39,1,Success,7
7757,27,709,713,2,725,725,725,1,27,0,Success,2
7758,2,472,472,1,481,481,481,1,2,0,Success,1
7759,36,534,538,2,550,550,550,1,36,1,Success,5
7760,30,588,592,2,607,607,607,1,30,0,Success,0
7761,41,396,400,2,415,415,415,1,41,0,Success,0
7762,19,527,531,2,538,538,538,1,19,1,Success,6
7763,38,238,242,2,255,255,255,1,38,1,Success,4
7764,9,320,320,1,328,328,328,1,9,0,Success,0
7765,45,434,434,1,444,444,444,1,45,2,Success,11
7766,43,160,160,1,175,175,175,1,43,0,Success,0
7767,5,498,498,1,506,506,506,1,5,1,Success,6
7768,26,263,267,2,276,276,276,1,26,1,Success,7
7769,21,405,409,2,416,416,416,1,21,1,Success,4
7770,49,623,627,2,636,636,636,1,49,0,Success,3
7771,31,671,675,2,685,685,685,1,31,0,Success,2
7772,4,212,216,2,224,224,224,1,4,0,Success,0
7773,25,667,667,1,675,675,675,1,25,0,Success,3
7774,40,289,289,1,301,301,301,1,40,0,Success,2
7775,10,597,601,2,609,609,609,1,10,0,Success,1
7776,4,580,584,2,593,593,593,1,4,0,Success,1
7777,49,552,552,1,567,567,567,1,49,0,Success,0
7778,30,473,473,1,484,484,484,1,30,1,Success,7
7779,13,297,297,1,304,304,304,1,13,1,Success,4
7780,33,127,131,2,143,143,143,1,33,0,Success,0
7781,2,789,793,2,800,800,800,1,2,0,Success,0
7782,13,390,394,2,402,402,402,1,13,0,Success,2
7783,35,224,224,1,238,238,238,1,35,0,Success,1
7784,22,398,402,2,408,408,408,1,22,1,Success,4
7785,23,777,777,1,786,786,786,1,23,0,Success,2
7786,45,328,328,1,342,342,342,1,45,0,Success,1
7787,49,108,112,2,126,126,126,1,49,0,Success,1
7788,12,745,745,1,753,753,753,1,12,0,Success,1
7789,41,575,579,2,588,588,588,1,41,1,Success,7
7790,3,316,320,2,330,330,330,1,3,0,Success,2
7791,46,481,481,1,493,493,493,1,46,0,Success,2
7792,30,329,329,1,341,341,341,1,30,1,Success,6
7793,37,147,147,1,157,157,157,1,37,0,Success,2
7794,5,306,306,1,312,312,312,1,5,2,Success,8
7795,28,322,322,1,335,335,335,1,28,2,Success,8
7796,2,520,520,1,530,530,530,1,2,0,Success,2
7797,33,615,619,2,628,628,628,1,33,0,Success,3
7798,13,437,441,2,448,448,448,1,13,1,Success,4
7799,17,209,209,1,216,216,216,1,17,0,Success,0
7800,38,548,552,2,566,566,566,1,38,0,Success,1
7801,30,326,330,2,339,339,339,1,30,0,Success,12
7802,23,176,176,1,184,184,184,1,23,0,Success,0
7803,11,381,385,2,392,392,392,1,11,1,Success,4
7804,1,646,650,2,659,659,659,1,1,0,Success,3
7805,7,277,281,2,291,291,291,1,7,1,Success,7
7806,18,684,688,2,697,697,697,1,18,0,Success,1
7807,29,442,442,1,449,449,449,1,29,0,Success,14
7808,24,369,369,1,379,379,379,1,24,0,Success,3
7809,15,369,386,3,380,393,393,2,15,1,Success,5
7810,4,167,171,2,176,176,176,1,4,2,Success,8
7811,27,470,474,2,484,484,484,1,27,1,Success,7
7812,20,234,234,1,243,243,243,1,20,0,Success,3
7813,1,251,251,1,259,259,259,1,1,2,Success,11
7814,7,273,273,1,281,281,281,1,7,0,Success,1
7815,36,685,689,2,703,703,703,1,36,0,Success,0
7816,11,354,354,1,361,361,361,1,11,1,Success,5
7817,10,530,530,1,537,537,537,1,10,1,Success,5
7818,22,674,674,1,684,684,684,1,22,0,Success,4
7819,37,268,272,2,286,286,286,1,37,0,Success,1
7820,50,339,339,1,351,351,351,1,50,2,Success,8
7821,27,403,403,1,412,412,412,1,27,1,Success,7
7822,7,343,347,2,354,354,354,1,7,0,Success,2
7823,25,625,625,1,633,633,633,1,25,0,Success,1
7824,27,425,425,1,438,438,438,1,27,2,Success,9
7825,34,434,434,1,446,446,446,1,34,2,Success,9
7826,4,329,329,1,336,336,336,1,4,2,Success,8
7827,40,467,467,1,474,474,474,1,40,0,Success,13
7828,5,623,627,2,635,635,635,1,5,1,Success,7
7829,3,289,289,1,299,299,299,1,3,0,Success,3
7830,49,514,514,1,527,527,527,1,49,1,Success,4
7831,5,580,584,2,592,592,592,1,5,0,Success,0
7832,50,634,634,1,646,646,646,1,50,0,Success,1
7833,40,519,523,2,533,533,533,1,40,0,Success,2
7834,1,620,624,2,632,632,632,1,1,0,Success,0
7835,16,509,513,2,521,521,521,1,16,0,Success,1
7836,5,261,265,2,273,273,273,1,5,1,Success,5
7837,28,458,458,1,468,468,468,1,28,2,Success,11
7838,33,393,393,1,407,407,407,1,33,1,Success,4
7839,46,586,586,1,598,598,598,1,46,0,Success,1
7840,43,267,267,1,276,276,276,1,43,0,Success,3
7841,7,831,835,2,840,840,840,1,7,0,Success,0
7842,10,684,688,2,696,696,696,1,10,0,Success,0
7843,39,793,793,1,806,806,806,1,39,0,Success,1
7844,46,418,418,1,431,431,431,1,46,1,Success,4
7845,2,495,499,2,509,509,509,1,2,0,Success,13
7846,20,247,251,2,256,256,256,1,20,1,Success,4
7847,20,114,114,1,121,121,121,1,20,0,Success,1
7848,48,512,512,1,526,526,526,1,48,0,Success,1
7849,2,213,217,2,226,226,226,1,2,0,Success,2
7850,27,600,600,1,614,614,614,1,27,0,Success,1
7851,2,404,408,2,416,416,416,1,2,0,Success,0
7852,49,347,347,1,353,353,353,1,49,0,Success,6
7853,40,422,426,2,438,438,438,1,40,1,Success,5
7854,32,376,376,1,391,391,391,1,32,0,Success,0
7855,25,545,545,1,554,554,554,1,25,0,Success,2
7856,4,517,521,2,531,531,531,1,4,0,Success,3
7857,3,302,306,2,312,312,312,1,3,2,Success,8
7858,24,803,803,1,809,809,809,1,24,0,Success,1
7859,15,619,619,1,625,625,625,1,15,0,Success,1
