MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,MTCD_RA_status 
5370,5,490,490,1,498,498,503,1,14,D2D_RA,
5371,8,197,201,2,209,209,214,1,22,D2D_RA,
5372,16,613,635,4,625,642,647,3,47,D2D_RA,
5373,7,500,514,3,512,523,528,2,19,D2D_RA,
5374,1,420,435,3,433,444,449,2,3,D2D_RA,
5375,10,723,723,1,729,729,734,1,28,D2D_RA,
5376,2,627,627,1,636,636,641,1,4,D2D_RA,
5377,11,422,426,2,434,434,439,1,33,D2D_RA,
5378,3,746,746,1,753,753,758,1,8,D2D_RA,
5379,15,479,483,2,491,491,496,1,45,D2D_RA,
5380,12,325,339,3,337,346,351,2,36,D2D_RA,
5381,16,347,347,1,355,355,360,1,47,D2D_RA,
5382,13,230,234,2,241,241,246,1,37,D2D_RA,
5383,15,501,521,4,515,529,534,2,43,D2D_RA,
5384,10,119,123,2,128,128,133,1,30,D2D_RA,
5385,16,411,411,1,418,418,423,1,48,D2D_RA,
5386,14,470,474,2,483,483,488,1,42,D2D_RA,
5387,5,747,747,1,752,752,757,1,15,D2D_RA,
5388,2,220,224,2,232,232,237,1,5,D2D_RA,
5389,5,530,530,1,538,538,543,1,14,D2D_RA,
5390,2,634,634,1,642,642,647,1,4,D2D_RA,
5391,3,314,314,1,323,323,328,1,8,D2D_RA,
5392,6,565,587,4,576,594,599,3,17,D2D_RA,
5393,3,536,547,2,545,554,559,2,7,D2D_RA,
5394,16,444,448,2,456,456,461,1,47,D2D_RA,
5395,1,378,378,1,388,388,393,1,2,D2D_RA,
5396,11,490,499,2,497,508,513,2,31,D2D_RA,
5397,9,138,138,1,144,144,149,1,27,D2D_RA,
5398,1,200,219,3,208,228,233,3,2,D2D_RA,
5399,4,719,723,2,728,728,733,1,12,D2D_RA,
5400,1,802,802,1,808,808,813,1,1,D2D_RA,
5401,15,484,499,3,497,505,510,2,45,D2D_RA,
5402,1,262,266,2,275,275,280,1,3,D2D_RA,
5403,4,528,539,2,537,547,552,2,10,D2D_RA,
5404,14,341,354,3,352,362,367,2,40,D2D_RA,
5405,1,213,227,3,225,237,242,2,1,D2D_RA,
5406,14,530,530,1,538,538,543,1,42,D2D_RA,
5407,13,575,579,2,587,587,592,1,39,D2D_RA,
5408,2,584,584,1,592,592,597,1,5,D2D_RA,
5409,13,494,512,4,506,520,525,2,39,D2D_RA,
5410,2,379,379,1,390,390,395,1,5,D2D_RA,
5411,5,257,280,4,265,288,293,3,14,D2D_RA,
5412,1,74,74,1,81,81,86,1,1,D2D_RA,
5413,8,345,345,1,352,352,357,1,23,D2D_RA,
5414,2,234,234,1,243,243,248,1,5,D2D_RA,
5415,9,204,218,3,216,225,230,2,25,D2D_RA,
5416,6,518,536,4,530,544,549,2,18,D2D_RA,
5417,13,380,384,2,392,392,397,1,38,D2D_RA,
5418,3,550,554,2,565,565,570,1,8,D2D_RA,
5419,11,644,658,3,656,665,670,2,33,D2D_RA,
5420,13,628,632,2,640,640,645,1,38,D2D_RA,
5421,11,640,650,2,648,658,663,2,31,D2D_RA,
5422,11,441,441,1,450,450,455,1,33,D2D_RA,
5423,9,408,408,1,416,416,421,1,26,D2D_RA,
5424,8,481,481,1,489,489,494,1,23,D2D_RA,
5425,1,644,648,2,657,657,662,1,1,D2D_RA,
5426,11,408,418,2,416,427,432,2,31,D2D_RA,
5427,8,509,513,2,520,520,525,1,24,D2D_RA,
5428,10,487,491,2,499,499,504,1,30,D2D_RA,
5429,8,533,537,2,544,544,549,1,24,D2D_RA,
5430,2,628,632,2,640,640,645,1,6,D2D_RA,
5431,15,631,635,2,643,643,648,1,44,D2D_RA,
5432,4,238,251,3,249,258,263,2,12,D2D_RA,
5433,1,373,377,2,386,386,391,1,1,D2D_RA,
5434,12,561,561,1,570,570,575,1,35,D2D_RA,
5435,1,382,386,2,395,395,400,1,2,D2D_RA,
5436,5,546,563,3,553,572,577,3,15,D2D_RA,
5437,8,654,658,2,664,664,669,1,23,D2D_RA,
5438,6,79,83,2,88,88,93,1,18,D2D_RA,
5439,16,566,579,3,577,586,591,2,46,D2D_RA,
5440,2,456,466,2,464,476,481,2,4,D2D_RA,
5441,12,688,698,2,696,704,709,2,35,D2D_RA,
5442,14,584,594,2,592,602,607,2,40,D2D_RA,
5443,3,143,147,2,156,156,161,1,7,D2D_RA,
5444,16,364,368,2,376,376,381,1,47,D2D_RA,
5445,7,428,432,2,440,440,445,1,19,D2D_RA,
5446,10,773,777,2,784,784,789,1,28,D2D_RA,
5447,15,346,395,7,354,403,408,5,43,D2D_RA,
5448,9,122,122,1,128,128,133,1,27,D2D_RA,
5449,3,146,146,1,153,153,158,1,9,D2D_RA,
5450,4,659,659,1,667,667,672,1,11,D2D_RA,
5451,6,518,522,2,530,530,535,1,17,D2D_RA,
5452,2,512,523,2,521,533,538,2,6,D2D_RA,
5453,13,770,770,1,776,776,781,1,38,D2D_RA,
5454,9,703,707,2,714,714,719,1,25,D2D_RA,
5455,15,427,427,1,434,434,439,1,43,D2D_RA,
5456,5,492,520,5,505,528,533,3,14,D2D_RA,
5457,7,264,264,1,272,272,277,1,21,D2D_RA,
5458,8,481,491,2,489,498,503,2,22,D2D_RA,
5459,16,616,616,1,624,624,629,1,47,D2D_RA,
5460,3,578,578,1,587,587,592,1,8,D2D_RA,
5461,14,63,67,2,72,72,77,1,41,D2D_RA,
5462,5,366,370,2,380,380,385,1,13,D2D_RA,
5463,10,193,193,1,201,201,206,1,30,D2D_RA,
5464,12,491,491,1,499,499,504,1,36,D2D_RA,
5465,10,531,531,1,539,539,544,1,29,D2D_RA,
5466,9,714,714,1,721,721,726,1,25,D2D_RA,
5467,5,397,401,2,409,409,414,1,13,D2D_RA,
5468,16,136,136,1,144,144,149,1,46,D2D_RA,
5469,1,621,634,3,632,642,647,2,1,D2D_RA,
5470,8,314,323,2,321,332,337,2,23,D2D_RA,
5471,8,706,714,2,712,721,726,2,22,D2D_RA,
5472,1,410,410,1,419,419,424,1,3,D2D_RA,
5473,1,94,98,2,104,104,109,1,3,D2D_RA,
5474,2,335,339,2,349,349,354,1,6,D2D_RA,
5475,5,144,162,3,152,169,174,3,15,D2D_RA,
5476,10,138,138,1,144,144,149,1,29,D2D_RA,
5477,1,353,353,1,363,363,368,1,1,D2D_RA,
5478,10,232,232,1,240,240,245,1,29,D2D_RA,
5479,7,141,154,3,152,160,165,2,21,D2D_RA,
5480,4,746,754,2,752,760,765,2,11,D2D_RA,
5481,11,513,513,1,521,521,526,1,31,D2D_RA,
5482,6,639,643,2,650,650,655,1,17,D2D_RA,
5483,16,638,642,2,649,649,654,1,46,D2D_RA,
5484,4,603,624,4,609,632,637,3,10,D2D_RA,
5485,3,230,234,2,242,242,247,1,9,D2D_RA,
5486,14,260,264,2,272,272,277,1,42,D2D_RA,
5487,8,515,515,1,522,522,527,1,24,D2D_RA,
5488,1,363,363,1,373,373,378,1,1,D2D_RA,
5489,15,476,480,2,488,488,493,1,43,D2D_RA,
5490,2,396,400,2,409,409,414,1,5,D2D_RA,
5491,2,92,96,2,104,104,109,1,5,D2D_RA,
5492,5,769,769,1,776,776,781,1,14,D2D_RA,
5493,3,500,504,2,513,513,518,1,9,D2D_RA,
5494,4,397,401,2,409,409,414,1,10,D2D_RA,
5495,14,441,465,4,449,473,478,3,41,D2D_RA,
5496,1,483,483,1,494,494,499,1,3,D2D_RA,
5497,10,222,226,2,233,233,238,1,29,D2D_RA,
5498,3,586,586,1,595,595,600,1,7,D2D_RA,
5499,3,432,432,1,440,440,445,1,8,D2D_RA,
5500,9,533,552,4,546,560,565,2,26,D2D_RA,
5501,13,362,386,4,370,395,400,3,39,D2D_RA,
5502,11,694,698,2,705,705,710,1,31,D2D_RA,
5503,1,593,593,1,600,600,605,1,3,D2D_RA,
5504,1,329,329,1,338,338,343,1,2,D2D_RA,
5505,4,213,217,2,224,224,229,1,12,D2D_RA,
5506,2,519,523,2,534,534,539,1,4,D2D_RA,
5507,10,436,440,2,448,448,453,1,30,D2D_RA,
5508,16,191,195,2,201,201,206,1,47,D2D_RA,
5509,1,649,649,1,657,657,662,1,2,D2D_RA,
5510,6,507,507,1,515,515,520,1,18,D2D_RA,
5511,1,347,347,1,355,355,360,1,3,D2D_RA,
5512,5,682,690,2,688,696,701,2,15,D2D_RA,
5513,14,230,234,2,242,242,247,1,40,D2D_RA,
5514,14,82,82,1,88,88,93,1,41,D2D_RA,
5515,6,367,371,2,379,379,384,1,17,D2D_RA,
5516,2,132,146,3,144,153,158,2,4,D2D_RA,
5517,3,900,904,2,912,912,917,1,7,D2D_RA,
5518,16,715,715,1,721,721,726,1,47,D2D_RA,
5519,14,568,568,1,576,576,581,1,41,D2D_RA,
5520,13,652,656,2,664,664,669,1,37,D2D_RA,
5521,9,455,459,2,467,467,472,1,26,D2D_RA,
5522,9,675,675,1,682,682,687,1,27,D2D_RA,
5523,5,572,586,3,584,594,599,2,13,D2D_RA,
5524,13,441,441,1,451,451,456,1,38,D2D_RA,
5525,1,694,698,2,704,704,709,1,2,D2D_RA,
5526,3,333,337,2,345,345,350,1,8,D2D_RA,
5527,7,480,499,3,488,507,512,3,19,D2D_RA,
5528,14,570,570,1,577,577,582,1,42,D2D_RA,
5529,15,528,528,1,536,536,541,1,45,D2D_RA,
5530,12,695,706,3,704,713,718,2,34,D2D_RA,
5531,4,626,634,2,632,642,647,2,11,D2D_RA,
5532,13,560,578,3,568,586,591,3,38,D2D_RA,
5533,9,348,352,2,360,360,365,1,25,D2D_RA,
5534,1,606,619,3,617,627,632,2,1,D2D_RA,
5535,4,390,394,2,402,402,407,1,10,D2D_RA,
5536,3,360,360,1,368,368,373,1,9,D2D_RA,
5537,8,683,683,1,690,690,695,1,22,D2D_RA,
5538,2,208,208,1,216,216,221,1,5,D2D_RA,
5539,5,348,352,2,360,360,365,1,13,D2D_RA,
5540,3,231,235,2,244,244,249,1,8,D2D_RA,
5541,7,462,480,4,474,488,493,2,21,D2D_RA,
5542,2,176,176,1,184,184,189,1,4,D2D_RA,
5543,4,692,696,2,704,704,709,1,11,D2D_RA,
5544,7,593,603,2,601,611,616,2,19,D2D_RA,
5545,10,543,547,2,553,553,558,1,28,D2D_RA,
5546,3,230,234,2,243,243,248,1,7,D2D_RA,
5547,8,533,537,2,545,545,550,1,22,D2D_RA,
5548,3,441,441,1,450,450,455,1,8,D2D_RA,
5549,16,512,512,1,520,520,525,1,47,D2D_RA,
5550,1,345,345,1,353,353,358,1,2,D2D_RA,
5551,15,168,178,2,176,184,189,2,45,D2D_RA,
5552,14,527,531,2,540,540,545,1,41,D2D_RA,
5553,13,78,82,2,88,88,93,1,37,D2D_RA,
5554,4,401,401,1,409,409,414,1,11,D2D_RA,
5555,6,291,291,1,300,300,305,1,18,D2D_RA,
5556,1,352,362,2,360,372,377,2,1,D2D_RA,
5557,16,451,451,1,459,459,464,1,48,D2D_RA,
5558,1,559,563,2,573,573,578,1,3,D2D_RA,
5559,1,288,288,1,296,296,301,1,2,D2D_RA,
5560,11,310,314,2,323,323,328,1,32,D2D_RA,
5561,2,108,112,2,120,120,125,1,6,D2D_RA,
5562,5,370,370,1,380,380,385,1,14,D2D_RA,
5563,6,250,250,1,257,257,262,1,17,D2D_RA,
5564,1,503,507,2,516,516,521,1,2,D2D_RA,
5565,16,233,233,1,240,240,245,1,47,D2D_RA,
5566,9,367,385,4,379,393,398,2,26,D2D_RA,
5567,3,342,346,2,356,356,361,1,8,D2D_RA,
5568,11,404,408,2,417,417,422,1,31,D2D_RA,
5569,1,473,483,2,481,495,500,2,1,D2D_RA,
5570,12,313,336,4,320,344,349,3,34,D2D_RA,
5571,10,620,624,2,632,632,637,1,28,D2D_RA,
5572,9,329,329,1,336,336,341,1,26,D2D_RA,
5573,8,404,408,2,417,417,422,1,22,D2D_RA,
5574,2,357,386,5,370,395,400,3,5,D2D_RA,
5575,1,697,697,1,704,704,709,1,1,D2D_RA,
5576,13,181,185,2,192,192,197,1,38,D2D_RA,
5577,12,312,322,2,320,331,336,2,34,D2D_RA,
5578,3,466,466,1,475,475,480,1,8,D2D_RA,
5579,5,601,601,1,608,608,613,1,15,D2D_RA,
5580,1,183,187,2,194,194,199,1,1,D2D_RA,
5581,14,589,611,4,601,618,623,3,40,D2D_RA,
5582,5,130,130,1,137,137,142,1,14,D2D_RA,
5583,10,342,346,2,353,353,358,1,29,D2D_RA,
5584,12,657,666,2,664,672,677,2,36,D2D_RA,
5585,1,357,361,2,370,370,375,1,1,D2D_RA,
5586,14,157,161,2,169,169,174,1,41,D2D_RA,
5587,3,808,808,1,816,816,821,1,7,D2D_RA,
5588,1,573,577,2,585,585,590,1,2,D2D_RA,
5589,4,595,595,1,603,603,608,1,11,D2D_RA,
5590,3,140,154,3,152,162,167,2,8,D2D_RA,
5591,2,580,584,2,592,592,597,1,6,D2D_RA,
5592,2,577,577,1,586,586,591,1,6,D2D_RA,
5593,1,221,225,2,234,234,239,1,1,D2D_RA,
5594,13,575,579,2,588,588,593,1,37,D2D_RA,
5595,2,517,521,2,530,530,535,1,6,D2D_RA,
5596,8,373,410,6,385,419,424,4,24,D2D_RA,
5597,14,488,488,1,496,496,501,1,41,D2D_RA,
5598,2,419,419,1,428,428,433,1,5,D2D_RA,
5599,8,446,474,5,458,481,486,3,23,D2D_RA,
5600,13,648,648,1,656,656,661,1,37,D2D_RA,
5601,6,637,641,2,648,648,653,1,18,D2D_RA,
5602,1,379,379,1,390,390,395,1,1,D2D_RA,
5603,11,637,651,3,649,658,663,2,33,D2D_RA,
5604,4,272,272,1,280,280,285,1,10,D2D_RA,
5605,12,125,129,2,136,136,141,1,36,D2D_RA,
5606,1,178,178,1,186,186,191,1,3,D2D_RA,
5607,2,105,105,1,112,112,117,1,4,D2D_RA,
5608,7,488,488,1,496,496,501,1,21,D2D_RA,
5609,3,191,195,2,204,204,209,1,7,D2D_RA,
5610,15,264,264,1,272,272,277,1,44,D2D_RA,
5611,4,257,257,1,264,264,269,1,12,D2D_RA,
5612,7,656,682,4,664,689,694,4,19,D2D_RA,
5613,4,424,424,1,432,432,437,1,11,D2D_RA,
5614,10,239,243,2,252,252,257,1,29,D2D_RA,
5615,8,643,643,1,650,650,655,1,23,D2D_RA,
5616,15,821,825,2,832,832,837,1,43,D2D_RA,
5617,2,463,467,2,477,477,482,1,4,D2D_RA,
5618,3,235,235,1,244,244,249,1,9,D2D_RA,
5619,14,214,218,2,225,225,230,1,40,D2D_RA,
5620,5,511,515,2,522,522,527,1,13,D2D_RA,
5621,1,392,392,1,400,400,405,1,2,D2D_RA,
5622,3,696,696,1,704,704,709,1,8,D2D_RA,
5623,14,271,288,4,282,296,301,2,40,D2D_RA,
5624,3,418,418,1,427,427,432,1,7,D2D_RA,
5625,8,467,480,3,474,488,493,2,23,D2D_RA,
5626,2,257,272,3,266,281,286,2,5,D2D_RA,
5627,2,222,226,2,235,235,240,1,4,D2D_RA,
5628,10,405,409,2,416,416,421,1,30,D2D_RA,
5629,3,269,273,2,281,281,286,1,9,D2D_RA,
5630,6,441,441,1,449,449,454,1,18,D2D_RA,
5631,4,476,490,3,488,497,502,2,10,D2D_RA,
5632,2,384,394,2,392,403,408,2,5,D2D_RA,
5633,8,667,667,1,672,672,677,1,24,D2D_RA,
5634,15,272,272,1,280,280,285,1,45,D2D_RA,
5635,15,558,562,2,569,569,574,1,44,D2D_RA,
5636,2,715,715,1,722,722,727,1,5,D2D_RA,
5637,2,312,322,2,320,331,336,2,4,D2D_RA,
5638,6,273,273,1,280,280,285,1,16,D2D_RA,
5639,6,350,354,2,364,364,369,1,16,D2D_RA,
5640,3,673,683,2,681,690,695,2,7,D2D_RA,
5641,14,783,787,2,793,793,798,1,40,D2D_RA,
5642,13,310,314,2,322,322,327,1,37,D2D_RA,
5643,8,560,570,2,568,578,583,2,22,D2D_RA,
5644,8,527,544,4,538,552,557,2,23,D2D_RA,
5645,1,377,392,3,386,400,405,2,3,D2D_RA,
5646,15,346,346,1,354,354,359,1,44,D2D_RA,
5647,9,404,408,2,416,416,421,1,27,D2D_RA,
5648,12,152,152,1,160,160,165,1,34,D2D_RA,
5649,4,203,203,1,210,210,215,1,11,D2D_RA,
5650,1,521,521,1,530,530,535,1,1,D2D_RA,
5651,3,284,299,3,297,310,315,2,8,D2D_RA,
5652,2,375,379,2,390,390,395,1,6,D2D_RA,
5653,7,517,521,2,529,529,534,1,20,D2D_RA,
5654,5,517,521,2,529,529,534,1,14,D2D_RA,
5655,11,644,648,2,657,657,662,1,31,D2D_RA,
5656,15,168,168,1,176,176,181,1,44,D2D_RA,
5657,3,413,417,2,426,426,431,1,8,D2D_RA,
5658,14,243,243,1,250,250,255,1,40,D2D_RA,
5659,11,532,536,2,544,544,549,1,31,D2D_RA,
5660,7,617,617,1,624,624,629,1,20,D2D_RA,
5661,7,535,552,4,546,560,565,2,20,D2D_RA,
5662,4,381,385,2,393,393,398,1,10,D2D_RA,
5663,8,445,449,2,457,457,462,1,23,D2D_RA,
5664,10,368,368,1,376,376,381,1,30,D2D_RA,
5665,2,367,371,2,383,383,388,1,6,D2D_RA,
5666,8,640,640,1,648,648,653,1,23,D2D_RA,
5667,9,355,355,1,362,362,367,1,25,D2D_RA,
5668,11,220,224,2,232,232,237,1,32,D2D_RA,
5669,16,533,547,3,545,555,560,2,47,D2D_RA,
5670,3,317,321,2,329,329,334,1,9,D2D_RA,
5671,12,466,466,1,474,474,479,1,34,D2D_RA,
5672,15,597,601,2,608,608,613,1,45,D2D_RA,
5673,16,303,307,2,315,315,320,1,46,D2D_RA,
5674,8,507,521,3,515,530,535,2,24,D2D_RA,
5675,2,129,129,1,136,136,141,1,5,D2D_RA,
5676,13,563,563,1,573,573,578,1,38,D2D_RA,
5677,1,490,490,1,499,499,504,1,3,D2D_RA,
5678,13,556,570,3,568,577,582,2,37,D2D_RA,
5679,2,366,370,2,381,381,386,1,4,D2D_RA,
5680,7,481,481,1,490,490,495,1,21,D2D_RA,
5681,4,628,632,2,641,641,646,1,10,D2D_RA,
5682,2,239,243,2,250,250,255,1,5,D2D_RA,
5683,6,379,392,3,386,400,405,2,16,D2D_RA,
5684,7,601,601,1,608,608,613,1,21,D2D_RA,
5685,1,330,330,1,339,339,344,1,1,D2D_RA,
5686,11,193,193,1,200,200,205,1,33,D2D_RA,
5687,6,534,562,5,546,570,575,3,16,D2D_RA,
5688,2,509,513,2,523,523,528,1,5,D2D_RA,
5689,3,355,379,7,389,389,394,1,8,D2D_RA,
5690,3,586,586,1,595,595,600,1,8,D2D_RA,
5691,9,246,250,2,258,258,263,1,27,D2D_RA,
5692,15,107,107,1,112,112,117,1,45,D2D_RA,
5693,1,454,458,2,470,470,475,1,1,D2D_RA,
5694,5,430,434,2,443,443,448,1,14,D2D_RA,
5695,9,666,666,1,673,673,678,1,26,D2D_RA,
5696,3,459,459,1,469,469,474,1,9,D2D_RA,
5697,7,431,435,2,443,443,448,1,21,D2D_RA,
5698,11,209,227,3,217,234,239,3,32,D2D_RA,
5699,13,124,128,2,136,136,141,1,38,D2D_RA,
5700,11,638,642,2,650,650,655,1,31,D2D_RA,
5701,6,344,344,1,352,352,357,1,17,D2D_RA,
5702,7,339,339,1,348,348,353,1,20,D2D_RA,
5703,12,656,656,1,664,664,669,1,34,D2D_RA,
5704,8,580,584,2,592,592,597,1,22,D2D_RA,
5705,7,555,555,1,563,563,568,1,19,D2D_RA,
5706,12,527,531,2,538,538,543,1,36,D2D_RA,
5707,10,756,760,2,768,768,773,1,29,D2D_RA,
5708,1,589,593,2,601,601,606,1,1,D2D_RA,
5709,1,600,600,1,608,608,613,1,1,D2D_RA,
5710,9,113,113,1,120,120,125,1,27,D2D_RA,
5711,1,384,384,1,392,392,397,1,1,D2D_RA,
5712,16,554,554,1,562,562,567,1,48,D2D_RA,
5713,14,318,322,2,329,329,334,1,42,D2D_RA,
5714,15,409,409,1,419,419,424,1,43,D2D_RA,
5715,13,307,315,2,313,323,328,2,38,D2D_RA,
5716,16,321,321,1,329,329,334,1,48,D2D_RA,
5717,3,452,466,3,464,475,480,2,9,D2D_RA,
5718,1,375,379,2,390,390,395,1,2,D2D_RA,
5719,1,229,233,2,242,242,247,1,1,D2D_RA,
5720,6,847,851,2,856,856,861,1,16,D2D_RA,
5721,4,321,321,1,329,329,334,1,11,D2D_RA,
5722,10,517,531,3,529,539,544,2,30,D2D_RA,
5723,6,523,523,1,531,531,536,1,17,D2D_RA,
5724,9,791,795,2,801,801,806,1,25,D2D_RA,
5725,4,480,499,3,488,507,512,3,10,D2D_RA,
5726,1,546,546,1,553,553,558,1,2,D2D_RA,
5727,8,521,521,1,531,531,536,1,22,D2D_RA,
5728,4,317,321,2,329,329,334,1,12,D2D_RA,
5729,13,818,818,1,824,824,829,1,38,D2D_RA,
5730,3,223,227,2,234,234,239,1,9,D2D_RA,
5731,3,471,475,2,485,485,490,1,8,D2D_RA,
5732,9,576,576,1,584,584,589,1,27,D2D_RA,
5733,11,499,499,1,508,508,513,1,32,D2D_RA,
5734,8,627,627,1,634,634,639,1,24,D2D_RA,
5735,16,674,682,2,680,689,694,2,46,D2D_RA,
5736,4,555,579,4,562,586,591,3,11,D2D_RA,
5737,11,564,568,2,576,576,581,1,31,D2D_RA,
5738,12,276,280,2,288,288,293,1,36,D2D_RA,
5739,10,130,130,1,136,136,141,1,29,D2D_RA,
5740,2,164,168,2,176,176,181,1,5,D2D_RA,
5741,11,189,193,2,201,201,206,1,31,D2D_RA,
5742,9,319,355,6,330,362,367,4,26,D2D_RA,
5743,13,630,634,2,641,641,646,1,38,D2D_RA,
5744,7,828,832,2,840,840,845,1,19,D2D_RA,
5745,2,344,344,1,354,354,359,1,4,D2D_RA,
5746,8,213,217,2,224,224,229,1,23,D2D_RA,
5747,6,660,664,2,672,672,677,1,16,D2D_RA,
5748,8,515,515,1,523,523,528,1,22,D2D_RA,
5749,13,265,274,2,272,281,286,2,37,D2D_RA,
5750,8,370,370,1,380,380,385,1,23,D2D_RA,
5751,11,145,145,1,152,152,157,1,32,D2D_RA,
5752,1,269,273,2,281,281,286,1,3,D2D_RA,
5753,1,619,619,1,627,627,632,1,2,D2D_RA,
5754,3,665,665,1,673,673,678,1,9,D2D_RA,
5755,1,142,146,2,154,154,159,1,1,D2D_RA,
5756,9,276,280,2,288,288,293,1,26,D2D_RA,
5757,8,299,299,1,306,306,311,1,24,D2D_RA,
5758,2,405,409,2,418,418,423,1,5,D2D_RA,
5759,3,406,410,2,421,421,426,1,9,D2D_RA,
5760,1,333,337,2,346,346,351,1,2,D2D_RA,
5761,3,791,795,2,800,800,805,1,7,D2D_RA,
5762,16,487,499,3,497,507,512,2,48,D2D_RA,
5763,4,385,385,1,393,393,398,1,11,D2D_RA,
5764,15,815,819,2,824,824,829,1,44,D2D_RA,
5765,8,504,504,1,512,512,517,1,22,D2D_RA,
5766,6,647,658,3,656,664,669,2,17,D2D_RA,
5767,6,586,595,2,593,602,607,2,18,D2D_RA,
5768,10,220,243,4,232,252,257,3,30,D2D_RA,
5769,4,216,226,2,224,233,238,2,12,D2D_RA,
5770,9,432,432,1,440,440,445,1,25,D2D_RA,
5771,16,271,275,2,282,282,287,1,46,D2D_RA,
5772,1,306,306,1,317,317,322,1,3,D2D_RA,
5773,12,165,178,3,176,185,190,2,35,D2D_RA,
5774,14,270,274,2,281,281,286,1,41,D2D_RA,
5775,3,411,411,1,422,422,427,1,9,D2D_RA,
5776,11,367,385,4,379,392,397,2,33,D2D_RA,
5777,4,396,410,3,408,418,423,2,12,D2D_RA,
5778,9,128,128,1,136,136,141,1,25,D2D_RA,
5779,1,646,650,2,659,659,664,1,2,D2D_RA,
5780,4,348,352,2,361,361,366,1,10,D2D_RA,
5781,12,400,410,2,408,417,422,2,35,D2D_RA,
5782,7,338,338,1,347,347,352,1,20,D2D_RA,
5783,3,616,626,2,624,633,638,2,9,D2D_RA,
5784,6,764,768,2,776,776,781,1,16,D2D_RA,
5785,1,182,195,3,193,204,209,2,1,D2D_RA,
5786,15,92,96,2,104,104,109,1,43,D2D_RA,
5787,11,378,378,1,387,387,392,1,32,D2D_RA,
5788,10,526,530,2,538,538,543,1,29,D2D_RA,
5789,13,348,352,2,360,360,365,1,37,D2D_RA,
5790,1,469,488,4,482,496,501,2,3,D2D_RA,
5791,15,299,320,4,305,329,334,3,43,D2D_RA,
5792,2,761,761,1,768,768,773,1,4,D2D_RA,
5793,1,260,274,3,272,283,288,2,1,D2D_RA,
5794,7,603,603,1,611,611,616,1,20,D2D_RA,
5795,16,346,346,1,354,354,359,1,48,D2D_RA,
5796,6,186,186,1,193,193,198,1,17,D2D_RA,
5797,10,635,635,1,640,640,645,1,30,D2D_RA,
5798,9,686,690,2,698,698,703,1,25,D2D_RA,
5799,11,287,291,2,298,298,303,1,33,D2D_RA,
5800,16,608,618,2,616,626,631,2,46,D2D_RA,
5801,2,218,218,1,226,226,231,1,5,D2D_RA,
5802,10,403,403,1,413,413,418,1,30,D2D_RA,
5803,8,729,729,1,736,736,741,1,23,D2D_RA,
5804,3,503,507,2,517,517,522,1,8,D2D_RA,
5805,16,639,643,2,649,649,654,1,48,D2D_RA,
5806,15,668,672,2,680,680,685,1,43,D2D_RA,
5807,2,453,457,2,466,466,471,1,4,D2D_RA,
5808,12,416,416,1,425,425,430,1,34,D2D_RA,
5809,7,445,449,2,457,457,462,1,20,D2D_RA,
5810,4,511,515,2,522,522,527,1,10,D2D_RA,
5811,2,335,339,2,350,350,355,1,4,D2D_RA,
5812,12,239,243,2,248,248,253,1,36,D2D_RA,
5813,6,200,200,1,208,208,213,1,16,D2D_RA,
5814,6,781,785,2,792,792,797,1,18,D2D_RA,
5815,3,394,394,1,404,404,409,1,7,D2D_RA,
5816,9,407,411,2,420,420,425,1,27,D2D_RA,
5817,11,449,449,1,458,458,463,1,33,D2D_RA,
5818,11,210,210,1,219,219,224,1,31,D2D_RA,
5819,3,434,434,1,445,445,450,1,8,D2D_RA,
5820,13,710,714,2,721,721,726,1,37,D2D_RA,
5821,2,313,323,2,321,333,338,2,4,D2D_RA,
5822,1,433,443,2,441,453,458,2,2,D2D_RA,
5823,7,463,467,2,475,475,480,1,20,D2D_RA,
5824,11,135,154,4,144,161,166,3,32,D2D_RA,
5825,2,582,586,2,595,595,600,1,4,D2D_RA,
5826,9,379,379,1,385,385,390,1,27,D2D_RA,
5827,11,530,544,3,538,552,557,2,33,D2D_RA,
5828,3,259,259,1,268,268,273,1,9,D2D_RA,
5829,14,305,305,1,313,313,318,1,42,D2D_RA,
5830,4,831,835,2,840,840,845,1,10,D2D_RA,
5831,8,351,370,4,364,380,385,2,24,D2D_RA,
5832,11,322,322,1,330,330,335,1,31,D2D_RA,
5833,15,467,467,1,476,476,481,1,44,D2D_RA,
5834,1,355,355,1,365,365,370,1,3,D2D_RA,
5835,14,292,306,3,304,315,320,2,40,D2D_RA,
5836,13,794,794,1,800,800,805,1,38,D2D_RA,
5837,5,233,242,2,240,249,254,2,15,D2D_RA,
5838,12,123,123,1,129,129,134,1,36,D2D_RA,
5839,16,665,665,1,672,672,677,1,48,D2D_RA,
5840,2,347,363,5,375,375,380,1,6,D2D_RA,
5841,8,190,194,2,201,201,206,1,23,D2D_RA,
5842,1,77,81,2,88,88,93,1,1,D2D_RA,
5843,4,599,603,2,609,609,614,1,11,D2D_RA,
5844,12,400,400,1,408,408,413,1,36,D2D_RA,
5845,2,362,362,1,372,372,377,1,4,D2D_RA,
5846,14,473,473,1,480,480,485,1,42,D2D_RA,
5847,4,299,299,1,306,306,311,1,11,D2D_RA,
5848,14,364,368,2,376,376,381,1,41,D2D_RA,
