MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,MTCD_RA_status 
490,9,702,706,2,712,712,717,1,26,D2D_RA,
491,14,234,251,3,241,258,263,3,40,D2D_RA,
492,3,351,363,4,375,375,380,1,7,D2D_RA,
493,16,632,632,1,640,640,645,1,46,D2D_RA,
494,3,551,555,2,567,567,572,1,7,D2D_RA,
495,11,533,537,2,545,545,550,1,32,D2D_RA,
496,16,143,147,2,153,153,158,1,47,D2D_RA,
497,3,376,376,1,384,384,389,1,7,D2D_RA,
498,7,478,482,2,491,491,496,1,20,D2D_RA,
499,3,51,51,1,56,56,61,1,7,D2D_RA,
500,5,599,603,2,610,610,615,1,14,D2D_RA,
501,5,298,312,3,306,320,325,2,14,D2D_RA,
502,11,57,57,1,64,64,69,1,32,D2D_RA,
503,8,566,579,3,577,586,591,2,22,D2D_RA,
504,6,396,400,2,408,408,413,1,16,D2D_RA,
505,13,659,659,1,664,664,669,1,38,D2D_RA,
506,9,335,339,2,347,347,352,1,25,D2D_RA,
507,1,411,411,1,421,421,426,1,1,D2D_RA,
508,3,251,251,1,259,259,264,1,7,D2D_RA,
509,2,397,416,4,410,424,429,2,4,D2D_RA,
510,8,693,697,2,704,704,709,1,22,D2D_RA,
511,10,333,337,2,345,345,350,1,30,D2D_RA,
512,7,139,139,1,145,145,150,1,19,D2D_RA,
513,13,437,441,2,450,450,455,1,37,D2D_RA,
514,4,539,552,3,546,560,565,2,10,D2D_RA,
515,16,637,650,3,648,656,661,2,47,D2D_RA,
516,3,618,618,1,626,626,631,1,8,D2D_RA,
517,3,522,536,3,530,544,549,2,7,D2D_RA,
518,7,409,409,1,416,416,421,1,21,D2D_RA,
519,16,360,360,1,368,368,373,1,46,D2D_RA,
520,7,521,521,1,528,528,533,1,20,D2D_RA,
521,3,445,449,2,458,458,463,1,9,D2D_RA,
522,2,481,481,1,491,491,496,1,5,D2D_RA,
523,1,508,522,3,520,530,535,2,3,D2D_RA,
524,1,266,280,3,274,288,293,2,1,D2D_RA,
525,3,408,408,1,416,416,421,1,8,D2D_RA,
526,16,598,602,2,608,608,613,1,46,D2D_RA,
527,1,531,531,1,540,540,545,1,3,D2D_RA,
528,3,310,314,2,322,322,327,1,9,D2D_RA,
529,1,761,761,1,768,768,773,1,1,D2D_RA,
530,10,168,168,1,176,176,181,1,28,D2D_RA,
531,12,542,563,4,553,572,577,3,34,D2D_RA,
532,8,479,483,2,491,491,496,1,22,D2D_RA,
533,7,487,491,2,499,499,504,1,19,D2D_RA,
534,14,392,392,1,400,400,405,1,41,D2D_RA,
535,7,114,114,1,120,120,125,1,20,D2D_RA,
536,7,545,554,2,552,561,566,2,19,D2D_RA,
537,6,553,553,1,560,560,565,1,18,D2D_RA,
538,5,422,426,2,434,434,439,1,14,D2D_RA,
539,12,351,368,4,362,376,381,2,34,D2D_RA,
540,12,505,515,2,513,522,527,2,36,D2D_RA,
541,14,432,432,1,440,440,445,1,40,D2D_RA,
542,4,310,314,2,321,321,326,1,10,D2D_RA,
543,4,85,89,2,96,96,101,1,10,D2D_RA,
544,3,308,312,2,320,320,325,1,7,D2D_RA,
545,15,675,675,1,681,681,686,1,43,D2D_RA,
546,10,653,666,3,664,672,677,2,28,D2D_RA,
547,12,390,394,2,402,402,407,1,34,D2D_RA,
548,14,264,274,2,272,280,285,2,41,D2D_RA,
549,8,206,210,2,216,216,221,1,24,D2D_RA,
550,7,602,602,1,609,609,614,1,20,D2D_RA,
551,14,438,456,4,450,464,469,2,40,D2D_RA,
552,4,382,386,2,394,394,399,1,12,D2D_RA,
553,8,493,506,3,504,513,518,2,22,D2D_RA,
554,9,590,603,3,601,610,615,2,25,D2D_RA,
555,11,459,459,1,468,468,473,1,33,D2D_RA,
556,3,405,409,2,418,418,423,1,9,D2D_RA,
557,4,199,203,2,209,209,214,1,12,D2D_RA,
558,5,320,330,2,328,336,341,2,15,D2D_RA,
559,4,541,576,6,553,584,589,4,10,D2D_RA,
560,5,271,275,2,281,281,286,1,15,D2D_RA,
561,9,400,400,1,408,408,413,1,25,D2D_RA,
562,2,476,480,2,488,488,493,1,4,D2D_RA,
563,2,282,282,1,290,290,295,1,5,D2D_RA,
564,10,320,320,1,328,328,333,1,29,D2D_RA,
565,4,178,186,2,184,193,198,2,11,D2D_RA,
566,4,528,538,2,536,545,550,2,10,D2D_RA,
567,9,225,225,1,232,232,237,1,26,D2D_RA,
568,13,297,297,1,304,304,309,1,39,D2D_RA,
569,7,314,314,1,321,321,326,1,19,D2D_RA,
570,9,436,450,3,448,456,461,2,26,D2D_RA,
571,14,575,579,2,585,585,590,1,42,D2D_RA,
572,3,234,234,1,241,241,246,1,9,D2D_RA,
573,4,475,475,1,482,482,487,1,12,D2D_RA,
574,13,134,138,2,144,144,149,1,37,D2D_RA,
575,6,585,594,2,592,601,606,2,16,D2D_RA,
576,15,679,691,3,689,698,703,2,43,D2D_RA,
577,1,480,480,1,488,488,493,1,1,D2D_RA,
578,4,591,595,2,603,603,608,1,10,D2D_RA,
579,3,554,554,1,564,564,569,1,8,D2D_RA,
580,3,318,322,2,330,330,335,1,9,D2D_RA,
581,4,370,403,5,378,411,416,4,12,D2D_RA,
582,7,336,346,2,344,353,358,2,19,D2D_RA,
583,15,394,394,1,401,401,406,1,43,D2D_RA,
584,2,370,385,3,379,393,398,2,6,D2D_RA,
585,9,487,491,2,500,500,505,1,27,D2D_RA,
586,8,601,610,2,608,617,622,2,22,D2D_RA,
587,10,609,609,1,616,616,621,1,29,D2D_RA,
588,3,670,683,3,681,689,694,2,8,D2D_RA,
589,8,356,360,2,368,368,373,1,22,D2D_RA,
590,2,595,595,1,602,602,607,1,6,D2D_RA,
591,4,446,450,2,458,458,463,1,11,D2D_RA,
592,12,649,649,1,656,656,661,1,36,D2D_RA,
593,2,327,331,2,341,341,346,1,5,D2D_RA,
594,8,274,283,2,281,292,297,2,22,D2D_RA,
595,7,179,179,1,185,185,190,1,19,D2D_RA,
596,7,275,275,1,281,281,286,1,19,D2D_RA,
597,1,607,611,2,617,617,622,1,3,D2D_RA,
598,16,174,178,2,184,184,189,1,48,D2D_RA,
599,10,424,424,1,432,432,437,1,28,D2D_RA,
600,14,505,505,1,513,513,518,1,41,D2D_RA,
601,8,449,449,1,456,456,461,1,24,D2D_RA,
602,7,830,834,2,840,840,845,1,20,D2D_RA,
603,1,807,811,2,816,816,821,1,3,D2D_RA,
604,10,470,482,3,480,489,494,2,29,D2D_RA,
605,6,465,474,2,472,482,487,2,17,D2D_RA,
606,3,202,211,2,209,218,223,2,8,D2D_RA,
607,3,536,536,1,544,544,549,1,8,D2D_RA,
608,9,303,307,2,314,314,319,1,25,D2D_RA,
609,4,348,352,2,360,360,365,1,10,D2D_RA,
610,16,523,523,1,529,529,534,1,46,D2D_RA,
611,13,502,552,8,514,560,565,5,37,D2D_RA,
612,7,550,563,3,561,569,574,2,20,D2D_RA,
613,6,162,171,2,169,178,183,2,16,D2D_RA,
614,1,418,418,1,428,428,433,1,2,D2D_RA,
615,12,559,563,2,572,572,577,1,35,D2D_RA,
616,7,442,442,1,450,450,455,1,21,D2D_RA,
617,14,608,608,1,616,616,621,1,40,D2D_RA,
618,10,420,424,2,432,432,437,1,29,D2D_RA,
619,2,677,690,3,688,697,702,2,5,D2D_RA,
620,3,550,554,2,564,564,569,1,9,D2D_RA,
621,13,374,378,2,385,385,390,1,38,D2D_RA,
622,2,433,433,1,441,441,446,1,4,D2D_RA,
623,3,401,401,1,410,410,415,1,9,D2D_RA,
624,2,626,626,1,634,634,639,1,4,D2D_RA,
625,8,405,409,2,417,417,422,1,23,D2D_RA,
626,8,331,331,1,339,339,344,1,24,D2D_RA,
627,13,363,363,1,371,371,376,1,37,D2D_RA,
628,4,287,291,2,297,297,302,1,11,D2D_RA,
629,8,499,499,1,507,507,512,1,23,D2D_RA,
630,5,322,322,1,329,329,334,1,14,D2D_RA,
631,2,157,161,2,168,168,173,1,4,D2D_RA,
632,5,240,240,1,248,248,253,1,13,D2D_RA,
633,12,228,232,2,240,240,245,1,34,D2D_RA,
634,7,750,754,2,760,760,765,1,19,D2D_RA,
635,6,513,513,1,520,520,525,1,17,D2D_RA,
636,5,426,426,1,434,434,439,1,15,D2D_RA,
637,8,613,643,5,624,650,655,4,22,D2D_RA,
638,2,635,635,1,642,642,647,1,6,D2D_RA,
639,16,328,347,3,336,355,360,3,46,D2D_RA,
640,1,217,217,1,224,224,229,1,3,D2D_RA,
641,8,319,337,4,331,345,350,2,24,D2D_RA,
642,1,302,306,2,316,316,321,1,2,D2D_RA,
643,11,426,435,2,433,444,449,2,31,D2D_RA,
644,1,508,512,2,520,520,525,1,2,D2D_RA,
645,6,203,211,2,209,217,222,2,16,D2D_RA,
646,2,347,347,1,359,359,364,1,4,D2D_RA,
647,2,492,496,2,504,504,509,1,4,D2D_RA,
648,4,318,322,2,330,330,335,1,10,D2D_RA,
649,6,161,161,1,169,169,174,1,16,D2D_RA,
650,11,245,249,2,257,257,262,1,32,D2D_RA,
651,16,571,571,1,578,578,583,1,47,D2D_RA,
652,5,538,547,2,545,555,560,2,13,D2D_RA,
653,15,611,611,1,618,618,623,1,43,D2D_RA,
654,9,169,169,1,176,176,181,1,26,D2D_RA,
655,3,289,299,2,297,309,314,2,7,D2D_RA,
656,9,252,256,2,264,264,269,1,25,D2D_RA,
657,1,357,361,2,369,369,374,1,3,D2D_RA,
658,5,651,651,1,658,658,663,1,13,D2D_RA,
659,1,543,547,2,554,554,559,1,1,D2D_RA,
660,14,534,538,2,544,544,549,1,42,D2D_RA,
661,1,582,586,2,594,594,599,1,2,D2D_RA,
662,1,501,505,2,513,513,518,1,3,D2D_RA,
663,2,258,258,1,268,268,273,1,4,D2D_RA,
664,15,368,368,1,376,376,381,1,43,D2D_RA,
665,10,189,193,2,201,201,206,1,28,D2D_RA,
666,8,120,120,1,128,128,133,1,22,D2D_RA,
667,10,192,219,4,200,226,231,4,29,D2D_RA,
668,11,637,641,2,648,648,653,1,33,D2D_RA,
669,8,289,289,1,297,297,302,1,23,D2D_RA,
670,3,279,283,2,294,294,299,1,7,D2D_RA,
671,6,469,473,2,481,481,486,1,16,D2D_RA,
672,4,576,576,1,584,584,589,1,11,D2D_RA,
673,15,228,232,2,240,240,245,1,43,D2D_RA,
674,2,523,523,1,532,532,537,1,6,D2D_RA,
675,15,233,233,1,240,240,245,1,44,D2D_RA,
676,3,513,513,1,522,522,527,1,9,D2D_RA,
677,13,126,130,2,137,137,142,1,38,D2D_RA,
678,5,376,400,4,384,408,413,3,13,D2D_RA,
679,6,550,563,3,561,571,576,2,16,D2D_RA,
680,4,450,464,3,458,472,477,2,10,D2D_RA,
681,5,481,499,3,488,508,513,3,13,D2D_RA,
682,14,494,498,2,506,506,511,1,40,D2D_RA,
683,8,675,675,1,681,681,686,1,24,D2D_RA,
684,4,184,194,2,192,200,205,2,11,D2D_RA,
685,16,580,594,3,592,600,605,2,46,D2D_RA,
686,1,460,464,2,472,472,477,1,1,D2D_RA,
687,4,248,275,4,256,283,288,4,11,D2D_RA,
688,7,366,370,2,378,378,383,1,20,D2D_RA,
689,10,730,730,1,736,736,741,1,30,D2D_RA,
690,3,358,362,2,371,371,376,1,8,D2D_RA,
691,2,288,298,2,296,306,311,2,6,D2D_RA,
692,10,435,449,3,443,456,461,2,30,D2D_RA,
693,6,78,82,2,88,88,93,1,17,D2D_RA,
694,5,688,688,1,696,696,701,1,13,D2D_RA,
695,5,586,586,1,593,593,598,1,14,D2D_RA,
696,11,445,449,2,457,457,462,1,33,D2D_RA,
697,11,761,770,2,768,776,781,2,33,D2D_RA,
698,11,303,315,3,313,323,328,2,33,D2D_RA,
699,5,705,714,2,712,721,726,2,14,D2D_RA,
700,1,242,256,3,250,264,269,2,1,D2D_RA,
701,7,243,243,1,251,251,256,1,20,D2D_RA,
702,5,448,458,2,456,465,470,2,14,D2D_RA,
703,8,214,218,2,225,225,230,1,22,D2D_RA,
704,5,160,170,2,168,177,182,2,13,D2D_RA,
705,3,175,179,2,186,186,191,1,8,D2D_RA,
706,10,535,539,2,546,546,551,1,30,D2D_RA,
707,2,675,675,1,682,682,687,1,4,D2D_RA,
708,9,651,651,1,658,658,663,1,25,D2D_RA,
709,1,614,618,2,625,625,630,1,2,D2D_RA,
710,12,516,530,3,528,537,542,2,35,D2D_RA,
711,3,286,290,2,299,299,304,1,7,D2D_RA,
712,1,568,568,1,576,576,581,1,1,D2D_RA,
713,9,343,347,2,353,353,358,1,27,D2D_RA,
714,4,311,315,2,323,323,328,1,12,D2D_RA,
715,11,309,323,3,321,331,336,2,31,D2D_RA,
716,16,445,449,2,457,457,462,1,48,D2D_RA,
717,6,665,682,3,672,688,693,3,18,D2D_RA,
718,5,529,552,4,537,560,565,3,13,D2D_RA,
719,14,130,130,1,137,137,142,1,40,D2D_RA,
720,11,441,456,3,450,464,469,2,31,D2D_RA,
721,4,501,505,2,512,512,517,1,12,D2D_RA,
722,2,539,539,1,547,547,552,1,4,D2D_RA,
723,6,409,434,4,418,442,447,3,17,D2D_RA,
724,2,120,120,1,128,128,133,1,6,D2D_RA,
725,1,442,442,1,451,451,456,1,3,D2D_RA,
726,11,347,370,4,354,378,383,3,32,D2D_RA,
727,14,332,346,3,344,353,358,2,41,D2D_RA,
728,7,324,338,3,336,347,352,2,19,D2D_RA,
729,14,622,634,3,632,640,645,2,41,D2D_RA,
730,10,296,296,1,304,304,309,1,28,D2D_RA,
731,8,389,393,2,401,401,406,1,22,D2D_RA,
732,7,355,355,1,363,363,368,1,19,D2D_RA,
733,16,412,426,3,424,433,438,2,47,D2D_RA,
734,10,563,563,1,569,569,574,1,29,D2D_RA,
735,1,668,682,3,680,689,694,2,1,D2D_RA,
736,1,287,291,2,300,300,305,1,2,D2D_RA,
737,5,576,586,2,584,593,598,2,15,D2D_RA,
738,1,435,435,1,444,444,449,1,1,D2D_RA,
739,3,497,497,1,505,505,510,1,8,D2D_RA,
740,9,659,659,1,666,666,671,1,25,D2D_RA,
741,3,136,146,2,144,153,158,2,8,D2D_RA,
742,1,526,530,2,539,539,544,1,2,D2D_RA,
743,12,556,560,2,568,568,573,1,36,D2D_RA,
744,1,628,642,3,640,649,654,2,2,D2D_RA,
745,14,433,433,1,441,441,446,1,41,D2D_RA,
746,4,655,659,2,667,667,672,1,10,D2D_RA,
747,1,343,347,2,354,354,359,1,3,D2D_RA,
748,1,356,360,2,368,368,373,1,1,D2D_RA,
749,14,313,313,1,321,321,326,1,41,D2D_RA,
750,12,470,474,2,482,482,487,1,35,D2D_RA,
751,5,215,219,2,224,224,229,1,15,D2D_RA,
752,3,260,264,2,272,272,277,1,7,D2D_RA,
753,6,387,387,1,395,395,400,1,17,D2D_RA,
754,11,379,379,1,387,387,392,1,33,D2D_RA,
755,4,448,448,1,456,456,461,1,10,D2D_RA,
756,9,177,177,1,184,184,189,1,25,D2D_RA,
757,2,238,242,2,249,249,254,1,5,D2D_RA,
758,16,530,539,2,537,545,550,2,48,D2D_RA,
759,1,491,491,1,501,501,506,1,1,D2D_RA,
760,2,602,602,1,611,611,616,1,4,D2D_RA,
761,15,320,354,5,328,362,367,4,43,D2D_RA,
762,5,171,171,1,177,177,182,1,15,D2D_RA,
763,10,329,329,1,336,336,341,1,29,D2D_RA,
764,12,773,777,2,784,784,789,1,34,D2D_RA,
765,11,461,496,6,472,504,509,4,31,D2D_RA,
766,13,293,297,2,305,305,310,1,37,D2D_RA,
767,7,414,418,2,426,426,431,1,19,D2D_RA,
768,15,209,209,1,216,216,221,1,45,D2D_RA,
769,2,407,411,2,421,421,426,1,5,D2D_RA,
770,15,605,626,4,616,633,638,3,43,D2D_RA,
771,7,532,536,2,544,544,549,1,19,D2D_RA,
772,8,597,619,4,608,625,630,3,23,D2D_RA,
773,13,482,496,3,490,504,509,2,38,D2D_RA,
774,14,411,411,1,418,418,423,1,42,D2D_RA,
775,1,410,410,1,419,419,424,1,1,D2D_RA,
776,8,289,289,1,297,297,302,1,24,D2D_RA,
777,3,843,843,1,848,848,853,1,8,D2D_RA,
778,10,591,595,2,603,603,608,1,28,D2D_RA,
779,3,184,184,1,192,192,197,1,7,D2D_RA,
780,1,305,320,3,314,328,333,2,1,D2D_RA,
781,1,455,459,2,470,470,475,1,3,D2D_RA,
782,6,656,666,2,664,673,678,2,16,D2D_RA,
783,2,273,288,3,282,296,301,2,5,D2D_RA,
784,9,359,363,2,369,369,374,1,27,D2D_RA,
785,8,524,538,3,536,546,551,2,23,D2D_RA,
786,12,363,371,2,369,380,385,2,34,D2D_RA,
787,3,169,179,2,177,186,191,2,9,D2D_RA,
788,12,123,123,1,129,129,134,1,35,D2D_RA,
789,6,190,202,3,200,209,214,2,16,D2D_RA,
790,5,311,315,2,324,324,329,1,14,D2D_RA,
791,2,253,267,3,265,276,281,2,5,D2D_RA,
792,14,578,578,1,585,585,590,1,40,D2D_RA,
793,1,356,360,2,368,368,373,1,2,D2D_RA,
794,15,321,336,3,330,344,349,2,43,D2D_RA,
795,13,575,579,2,587,587,592,1,37,D2D_RA,
796,16,776,776,1,784,784,789,1,46,D2D_RA,
797,2,342,346,2,357,357,362,1,6,D2D_RA,
798,2,650,650,1,658,658,663,1,6,D2D_RA,
799,2,667,667,1,675,675,680,1,4,D2D_RA,
800,6,829,833,2,840,840,845,1,16,D2D_RA,
801,3,596,600,2,608,608,613,1,7,D2D_RA,
802,7,604,608,2,616,616,621,1,20,D2D_RA,
803,3,722,730,2,728,737,742,2,7,D2D_RA,
804,14,307,307,1,315,315,320,1,41,D2D_RA,
805,1,197,201,2,209,209,214,1,2,D2D_RA,
806,1,434,434,1,443,443,448,1,1,D2D_RA,
807,7,157,161,2,168,168,173,1,20,D2D_RA,
808,2,608,608,1,616,616,621,1,4,D2D_RA,
809,13,163,163,1,169,169,174,1,37,D2D_RA,
810,6,637,650,3,648,656,661,2,16,D2D_RA,
811,2,759,763,2,769,769,774,1,4,D2D_RA,
812,1,416,416,1,424,424,429,1,1,D2D_RA,
813,4,654,658,2,665,665,670,1,12,D2D_RA,
814,4,538,538,1,545,545,550,1,11,D2D_RA,
815,7,462,466,2,474,474,479,1,19,D2D_RA,
816,1,494,498,2,508,508,513,1,2,D2D_RA,
817,3,380,408,5,392,416,421,3,9,D2D_RA,
818,15,188,192,2,200,200,205,1,43,D2D_RA,
819,1,204,208,2,216,216,221,1,1,D2D_RA,
820,5,556,570,3,568,578,583,2,13,D2D_RA,
821,3,202,202,1,210,210,215,1,7,D2D_RA,
822,15,593,593,1,600,600,605,1,44,D2D_RA,
823,4,609,609,1,617,617,622,1,10,D2D_RA,
824,3,359,363,2,375,375,380,1,8,D2D_RA,
825,5,485,489,2,497,497,502,1,13,D2D_RA,
826,1,106,106,1,112,112,117,1,1,D2D_RA,
827,4,459,496,6,466,504,509,4,10,D2D_RA,
828,6,624,624,1,632,632,637,1,16,D2D_RA,
829,9,219,227,2,225,234,239,2,26,D2D_RA,
830,12,178,178,1,185,185,190,1,34,D2D_RA,
831,3,513,513,1,523,523,528,1,7,D2D_RA,
832,3,508,546,6,520,553,558,4,9,D2D_RA,
833,6,75,75,1,80,80,85,1,16,D2D_RA,
834,9,284,314,5,296,320,325,4,26,D2D_RA,
835,6,519,536,4,530,544,549,2,16,D2D_RA,
836,3,353,353,1,361,361,366,1,8,D2D_RA,
837,6,403,403,1,411,411,416,1,16,D2D_RA,
838,2,636,650,3,648,659,664,2,4,D2D_RA,
839,13,494,498,2,506,506,511,1,37,D2D_RA,
840,1,173,187,3,185,193,198,2,3,D2D_RA,
841,2,439,443,2,453,453,458,1,5,D2D_RA,
842,8,372,376,2,384,384,389,1,22,D2D_RA,
843,9,764,768,2,776,776,781,1,25,D2D_RA,
844,10,564,568,2,576,576,581,1,28,D2D_RA,
845,5,632,642,2,640,649,654,2,14,D2D_RA,
846,2,550,554,2,564,564,569,1,4,D2D_RA,
847,8,120,130,2,128,136,141,2,22,D2D_RA,
848,9,163,163,1,169,169,174,1,27,D2D_RA,
849,10,78,82,2,88,88,93,1,28,D2D_RA,
850,13,413,417,2,425,425,430,1,39,D2D_RA,
851,2,306,306,1,315,315,320,1,5,D2D_RA,
852,5,477,481,2,488,488,493,1,15,D2D_RA,
853,4,395,395,1,403,403,408,1,10,D2D_RA,
854,10,463,480,4,474,488,493,2,28,D2D_RA,
855,1,113,113,1,121,121,126,1,1,D2D_RA,
856,4,293,307,3,305,315,320,2,10,D2D_RA,
857,9,236,250,3,248,257,262,2,26,D2D_RA,
858,3,594,603,2,601,613,618,2,7,D2D_RA,
859,6,674,674,1,680,680,685,1,17,D2D_RA,
860,10,467,467,1,475,475,480,1,28,D2D_RA,
861,3,600,610,2,608,617,622,2,9,D2D_RA,
862,1,530,530,1,539,539,544,1,3,D2D_RA,
863,3,629,633,2,640,640,645,1,8,D2D_RA,
864,16,399,403,2,410,410,415,1,47,D2D_RA,
865,2,546,570,4,554,577,582,3,5,D2D_RA,
866,1,289,289,1,297,297,302,1,2,D2D_RA,
867,13,583,587,2,595,595,600,1,37,D2D_RA,
868,2,524,528,2,536,536,541,1,4,D2D_RA,
869,6,281,281,1,288,288,293,1,18,D2D_RA,
870,8,99,99,1,104,104,109,1,22,D2D_RA,
871,14,675,675,1,680,680,685,1,41,D2D_RA,
872,11,639,643,2,650,650,655,1,32,D2D_RA,
873,11,547,547,1,555,555,560,1,33,D2D_RA,
874,15,284,288,2,296,296,301,1,43,D2D_RA,
875,9,450,450,1,456,456,461,1,27,D2D_RA,
876,13,344,354,2,352,362,367,2,37,D2D_RA,
877,4,483,483,1,492,492,497,1,11,D2D_RA,
878,4,197,210,3,208,216,221,2,12,D2D_RA,
879,2,601,601,1,610,610,615,1,4,D2D_RA,
880,3,242,242,1,251,251,256,1,7,D2D_RA,
881,6,384,384,1,392,392,397,1,16,D2D_RA,
882,3,122,122,1,129,129,134,1,9,D2D_RA,
883,8,497,497,1,504,504,509,1,24,D2D_RA,
884,15,404,418,3,416,426,431,2,43,D2D_RA,
885,13,639,643,2,649,649,654,1,38,D2D_RA,
886,2,355,355,1,367,367,372,1,5,D2D_RA,
887,10,497,507,2,505,515,520,2,28,D2D_RA,
888,9,461,465,2,473,473,478,1,26,D2D_RA,
889,6,416,416,1,424,424,429,1,16,D2D_RA,
890,2,559,563,2,571,571,576,1,6,D2D_RA,
891,12,420,424,2,432,432,437,1,34,D2D_RA,
892,9,515,515,1,522,522,527,1,25,D2D_RA,
893,6,587,587,1,593,593,598,1,18,D2D_RA,
894,9,259,259,1,267,267,272,1,27,D2D_RA,
895,2,762,762,1,768,768,773,1,5,D2D_RA,
896,11,225,225,1,233,233,238,1,31,D2D_RA,
897,8,266,274,2,272,282,287,2,22,D2D_RA,
898,1,449,449,1,458,458,463,1,3,D2D_RA,
899,1,474,474,1,482,482,487,1,3,D2D_RA,
900,9,375,379,2,385,385,390,1,25,D2D_RA,
901,13,362,362,1,369,369,374,1,39,D2D_RA,
902,3,833,833,1,840,840,845,1,8,D2D_RA,
903,2,50,50,1,56,56,61,1,6,D2D_RA,
904,12,503,544,7,515,552,557,4,34,D2D_RA,
905,4,413,426,3,424,434,439,2,11,D2D_RA,
906,9,516,520,2,528,528,533,1,25,D2D_RA,
907,12,526,530,2,537,537,542,1,36,D2D_RA,
908,3,722,722,1,729,729,734,1,7,D2D_RA,
909,1,583,587,2,596,596,601,1,3,D2D_RA,
910,6,381,385,2,393,393,398,1,17,D2D_RA,
911,12,556,560,2,569,569,574,1,34,D2D_RA,
912,2,839,843,2,848,848,853,1,6,D2D_RA,
913,11,198,210,3,208,218,223,2,33,D2D_RA,
914,6,510,514,2,520,520,525,1,18,D2D_RA,
915,11,621,625,2,632,632,637,1,32,D2D_RA,
916,1,508,512,2,520,520,525,1,3,D2D_RA,
917,10,487,491,2,499,499,504,1,29,D2D_RA,
918,2,381,385,2,394,394,399,1,4,D2D_RA,
919,5,220,224,2,232,232,237,1,13,D2D_RA,
920,6,160,160,1,168,168,173,1,17,D2D_RA,
921,6,532,546,3,544,553,558,2,16,D2D_RA,
922,16,391,395,2,401,401,406,1,48,D2D_RA,
923,5,454,480,5,465,488,493,3,13,D2D_RA,
924,12,209,209,1,216,216,221,1,35,D2D_RA,
925,13,725,746,4,736,753,758,3,37,D2D_RA,
926,2,368,378,2,376,387,392,2,5,D2D_RA,
927,6,144,144,1,152,152,157,1,16,D2D_RA,
928,11,83,83,1,88,88,93,1,32,D2D_RA,
929,9,175,179,2,185,185,190,1,26,D2D_RA,
930,13,371,385,3,379,393,398,2,39,D2D_RA,
931,15,761,761,1,768,768,773,1,44,D2D_RA,
932,12,184,184,1,192,192,197,1,34,D2D_RA,
933,13,388,392,2,400,400,405,1,37,D2D_RA,
934,8,329,329,1,336,336,341,1,24,D2D_RA,
935,2,463,467,2,476,476,481,1,6,D2D_RA,
936,8,356,360,2,368,368,373,1,23,D2D_RA,
937,13,185,194,2,192,201,206,2,37,D2D_RA,
938,7,473,473,1,482,482,487,1,19,D2D_RA,
939,1,646,650,2,658,658,663,1,2,D2D_RA,
940,12,596,619,4,608,626,631,3,34,D2D_RA,
941,1,425,425,1,434,434,439,1,1,D2D_RA,
942,3,624,624,1,632,632,637,1,7,D2D_RA,
943,11,204,208,2,216,216,221,1,31,D2D_RA,
944,10,210,210,1,217,217,222,1,30,D2D_RA,
945,2,764,768,2,776,776,781,1,4,D2D_RA,
946,15,649,649,1,657,657,662,1,43,D2D_RA,
947,13,744,744,1,752,752,757,1,37,D2D_RA,
948,1,197,201,2,209,209,214,1,3,D2D_RA,
949,15,411,411,1,420,420,425,1,43,D2D_RA,
950,2,425,425,1,433,433,438,1,4,D2D_RA,
951,5,351,369,4,363,377,382,2,15,D2D_RA,
952,3,617,617,1,625,625,630,1,7,D2D_RA,
953,13,368,368,1,376,376,381,1,37,D2D_RA,
954,8,698,698,1,704,704,709,1,23,D2D_RA,
955,13,612,616,2,624,624,629,1,37,D2D_RA,
956,2,353,353,1,361,361,366,1,5,D2D_RA,
957,3,487,491,2,500,500,505,1,7,D2D_RA,
958,3,534,538,2,547,547,552,1,8,D2D_RA,
959,5,478,496,4,490,504,509,2,14,D2D_RA,
960,7,650,650,1,656,656,661,1,20,D2D_RA,
961,5,447,451,2,458,458,463,1,13,D2D_RA,
962,3,400,410,2,408,420,425,2,7,D2D_RA,
963,3,283,283,1,294,294,299,1,8,D2D_RA,
964,7,614,626,3,624,633,638,2,21,D2D_RA,
965,15,365,369,2,378,378,383,1,43,D2D_RA,
966,6,841,841,1,848,848,853,1,16,D2D_RA,
967,7,595,595,1,603,603,608,1,19,D2D_RA,
968,2,375,379,2,389,389,394,1,5,D2D_RA,
969,1,348,352,2,360,360,365,1,1,D2D_RA,
970,6,329,339,2,337,348,353,2,16,D2D_RA,
971,2,153,153,1,160,160,165,1,6,D2D_RA,
972,4,518,522,2,530,530,535,1,11,D2D_RA,
973,12,366,384,4,378,392,397,2,34,D2D_RA,
974,2,148,152,2,160,160,165,1,4,D2D_RA,
975,15,500,504,2,512,512,517,1,43,D2D_RA,
976,1,452,466,3,464,475,480,2,1,D2D_RA,
977,1,412,416,2,424,424,429,1,2,D2D_RA,
978,9,471,475,2,484,484,489,1,26,D2D_RA,
979,16,458,458,1,464,464,469,1,48,D2D_RA,
980,4,197,201,2,209,209,214,1,10,D2D_RA,
981,3,503,507,2,516,516,521,1,9,D2D_RA,
982,13,675,675,1,681,681,686,1,37,D2D_RA,
983,1,552,552,1,560,560,565,1,1,D2D_RA,
984,5,479,483,2,491,491,496,1,14,D2D_RA,
985,5,460,464,2,472,472,477,1,13,D2D_RA,
